"","featureid","mz","rt","DTXSID","DB_name","name_original","formula_cleaned","group","mean_visit1","mean_N_OW","of_interest_cat","NFF_intensityTRUE"
"574","195.10154-474.3",195.10154,474.3,"DTXSID5044607","DTXSID5044607","sec-Butylparaben","C11H14O3","firefighter",77811.3198123945,NA,0,1
"575","241.14176-473.3",241.14176,473.3,"DTXSID5044867","DTXSID5044867","2,2-Dimethylpropane-1,3-diyl,bis(2-methylprop-2-enoate)","C13H20O4","firefighter",1196941.60170239,NA,0,1
"576","285.16725-650.1",285.16725,650.1,"DTXSID5045962","DTXSID5045962","Artenimol","C15H24O5","firefighter",13725.1375356023,NA,0,1
"577","413.21211-308.8",413.21211,308.8,"DTXSID5046481","DTXSID5046481","Adapalene","C28H28O3","firefighter",77039.764365719,NA,0,1
"578","350.12067-125",350.12067,125,"DTXSID5046485","DTXSID5046485","Voriconazole","C16H14F3N5O","firefighter",130610.748318545,NA,0,1
"579","443.1828-517",443.1828,517,"DTXSID5046647","DTXSID5046647","Hydrocortisone,sodium,phosphate","C21H29Na2O8P","firefighter",11744.4625583159,NA,0,1
"580","387.21415-425.6",387.21415,425.6,"DTXSID5046805","DTXSID5046805","Anecortave,acetate","C23H30O5","firefighter",11821.6558452251,NA,0,1
"581","143.10671-256.2",143.10671,256.2,"DTXSID5047164","DTXSID5047164","delta-Octanolactone","C8H14O2","firefighter",10511.6564613408,NA,0,1
"582","165.1274-447.9",165.1274,447.9,"DTXSID5047617","DTXSID5047617","2-Methoxy-4-methyl-1-(propan-2-yl)benzene","C11H16O","firefighter",135112.021051624,NA,0,1
"583","199.07538-709.7",199.07538,709.7,"DTXSID5047879","DTXSID5047879","2-Hydroxybenzophenone","C13H10O2","firefighter",4176.57923545438,NA,0,0
"584","189.12759-1163.3",189.12759,1163.3,"DTXSID5048182","DTXSID5048182","Cyclohexylphenylketone","C13H16O","firefighter",13758.9122521705,NA,0,1
"585","165.09096-265",165.09096,265,"DTXSID5048211","DTXSID5048211","Ethyl,4-methylbenzoate","C10H12O2","firefighter",37905.0022368175,NA,0,1
"586","413.13632-444.5",413.13632,444.5,"DTXSID5048637","DTXSID5048637","Nizofenone","C21H21ClN4O3","firefighter",79616.0548345073,NA,0,1
"587","502.29265-935.8",502.29265,935.8,"DTXSID5048716","DTXSID5048716","Fexofenadine,hydrochloride","C32H40ClNO4","firefighter",46923.2866890636,NA,0,1
"588","506.3225-895.5",506.3225,895.5,"DTXSID5048764","DTXSID5048764","Bardoxolone,methyl","C32H43NO4","firefighter",11111.2650577497,NA,0,1
"589","324.19627-760.4",324.19627,760.4,"DTXSID5048922","DTXSID5048922","1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine","C21H25NO2","firefighter",27322.6447548124,NA,0,1
"590","204.12308-96.7",204.12308,96.7,"DTXSID5051525","DTXSID5051525","N,O-bis(Trimethylsilyl)acetamide","C8H21NOSi2","firefighter",80665.732305658,NA,0,1
"591","149.09593-613.3",149.09593,613.3,"DTXSID5052125","DTXSID5052125","2,4,6-Trimethylbenzaldehyde","C10H12O","firefighter",114230.979901306,NA,0,1
"592","447.34606-920.9",447.34606,920.9,"DTXSID5052173","DTXSID5052173","Bis(2-propylheptyl),phthalate","C28H46O4","firefighter",26160.993769653,NA,0,1
"593","217.1051-119.1",217.1051,119.1,"DTXSID5052591","DTXSID5052591","Diethyl,ethoxymethylenemalonate","C10H16O5","firefighter",166117.85687398,NA,0,1
"594","223.09662-312.8",223.09662,312.8,"DTXSID5052701","DTXSID5052701","Monoisobutyl,phthalate","C12H14O4","firefighter",181964.684127261,NA,0,1
"595","250.04263-111.6",250.04263,111.6,"DTXSID5057832","DTXSID5057832","2-Amino-5-chloro-2'-fluorobenzophenone","C13H9ClFNO","firefighter",22250.8750341843,NA,0,1
"596","250.04302-130.5",250.04302,130.5,"DTXSID5057832","DTXSID5057832","2-Amino-5-chloro-2'-fluorobenzophenone","C13H9ClFNO","firefighter",50444.0997890401,NA,0,1
"597","341.24528-1177.9",341.24528,1177.9,"DTXSID5057834","DTXSID5057834","Dimethisteron","C23H32O2","firefighter",231259.524153603,NA,0,1
"598","123.04302-235.8",123.04302,235.8,"DTXSID6020143","DTXSID6020143","Benzoic,acid","C7H6O2","firefighter",11350.8963113385,NA,0,1
"599","123.04394-729.1",123.04394,729.1,"DTXSID6020143","DTXSID6020143","Benzoic,acid","C7H6O2","firefighter",10871.2694411546,NA,0,1
"600","123.04413-72.9",123.04413,72.9,"DTXSID6020143","DTXSID6020143","Benzoic,acid","C7H6O2","firefighter",10276.3792046761,NA,0,1
"601","120.05566-104.7",120.05566,104.7,"DTXSID6020147","DTXSID6020147","1,2,3-Benzotriazole","C6H5N3","firefighter",569032.69978711,NA,0,1
"602","120.05592-130.5",120.05592,130.5,"DTXSID6020147","DTXSID6020147","1,2,3-Benzotriazole","C6H5N3","firefighter",4779787.66848792,NA,0,1
"603","120.056-127.5",120.056,127.5,"DTXSID6020147","DTXSID6020147","1,2,3-Benzotriazole","C6H5N3","firefighter",3201922.48088581,NA,0,1
"604","116.1068-72.9",116.1068,72.9,"DTXSID6020696","DTXSID6020696","Hexanamide","C6H13NO","firefighter",43152.5703671388,NA,0,1
"605","224.1263-369",224.1263,369,"DTXSID6020721","DTXSID6020721","3-Hydroxy-4-butyrophenetidide","C12H17NO3","firefighter",658425.662317434,NA,0,1
"606","329.24726-913.9",329.24726,913.9,"DTXSID6021240","DTXSID6021240","Retinol,acetate","C22H32O2","firefighter",3858.87592814212,NA,1,0
"607","279.09328-542.3",279.09328,542.3,"DTXSID6021290","DTXSID6021290","Sulfamethazine","C12H14N4O2S","firefighter",13919.7655273767,NA,0,1
"608","471.36802-803.6",471.36802,803.6,"DTXSID6021375","DTXSID6021375","Tricaprylin","C27H50O6","firefighter",7507.111949475,NA,0,0
"609","471.37146-812.6",471.37146,812.6,"DTXSID6021375","DTXSID6021375","Tricaprylin","C27H50O6","firefighter",10221.958817137,NA,0,1
"610","137.05967-728.6",137.05967,728.6,"DTXSID6021618","DTXSID6021618","4-Methylbenzoic,acid","C8H8O2","firefighter",4881.93059087599,NA,0,0
"611","146.15372-293.9",146.15372,293.9,"DTXSID6021822","DTXSID6021822","2-(Diisopropylamino)ethanol","C8H19NO","firefighter",74748.7639070141,NA,0,1
"612","285.12343-504.1",285.12343,504.1,"DTXSID60221855","DTXSID60221855","N-HYDROXY-N,N'-DIACETYLBENZIDINE","C16H16N2O3","firefighter",6821.00247940919,NA,1,0
"613","285.12458-374.4",285.12458,374.4,"DTXSID60221855","DTXSID60221855","N-HYDROXY-N,N'-DIACETYLBENZIDINE","C16H16N2O3","firefighter",11400.649067815,NA,1,1
"614","137.09596-473.3",137.09596,473.3,"DTXSID6022187","DTXSID6022187","2,3,6-Trimethylphenol","C9H12O","firefighter",130992.354254094,NA,0,1
"615","135.11667-707.3",135.11667,707.3,"DTXSID6022472","DTXSID6022472","Butylbenzene","C10H14","firefighter",56544.8385234168,NA,0,1
"616","347.22098-365.5",347.22098,365.5,"DTXSID6022474","DTXSID6022474","Corticosterone","C21H30O4","firefighter",3143.01566625936,NA,0,0
"617","347.22253-515.5",347.22253,515.5,"DTXSID6022474","DTXSID6022474","Corticosterone","C21H30O4","firefighter",19511.8487514637,NA,0,1
"618","136.06125-108.6",136.06125,108.6,"DTXSID6022557","DTXSID6022557","Adenine","C5H5N5","firefighter",67836.6598462676,NA,0,1
"619","373.234-464.8",373.234,464.8,"DTXSID6022894","DTXSID6022894","Deoxycorticosterone,acetate","C23H32O4","firefighter",16210.6813237237,NA,0,1
"620","311.23716-1163.3",311.23716,1163.3,"DTXSID6022898","DTXSID6022898","Desogestrel","C22H30O","firefighter",160377.280216939,NA,0,1
"621","242.10025-71.9",242.10025,71.9,"DTXSID6023286","DTXSID6023286","Methocarbamol","C11H15NO5","firefighter",4775.35886356322,NA,0,0
"622","480.21219-393.8",480.21219,393.8,"DTXSID6023363","DTXSID6023363","Nicardipine","C26H29N3O6","firefighter",20010.7062063315,NA,0,1
"623","179.0814-299.9",179.0814,299.9,"DTXSID6023442","DTXSID6023442","Phenacemide","C9H10N2O2","firefighter",70094.5652427285,NA,0,1
"624","179.08147-313.4",179.08147,313.4,"DTXSID6023442","DTXSID6023442","Phenacemide","C9H10N2O2","firefighter",54749.439312807,NA,0,1
"625","296.14685-208.5",296.14685,208.5,"DTXSID6023490","DTXSID6023490","Pizotyline","C19H21NS","firefighter",15432.0130160403,NA,0,1
"626","296.14687-310.4",296.14687,310.4,"DTXSID6023490","DTXSID6023490","Pizotyline","C19H21NS","firefighter",17919.6636459149,NA,0,1
"627","179.14291-640.7",179.14291,640.7,"DTXSID6023523","DTXSID6023523","Propofol","C12H18O","firefighter",21603.2428850712,NA,0,1
"628","371.15906-515",371.15906,515,"DTXSID6023656","DTXSID6023656","Thioridazine","C21H26N2S2","firefighter",3498.21203701218,NA,0,0
"629","299.11024-428.1",299.11024,428.1,"DTXSID6024173","DTXSID6024173","Merphos","C12H27PS3","firefighter",51842.2650152724,NA,0,1
"630","309.12075-481",309.12075,481,"DTXSID6024838","DTXSID6024838","C.I.,Solvent,Red,80","C18H16N2O3","firefighter",22195.9179629103,NA,0,1
"631","335.21957-611.4",335.21957,611.4,"DTXSID6025068","DTXSID6025068","Dihexyl,phthalate","C20H30O4","firefighter",347869.827551621,NA,0,1
"632","146.0601-316.3",146.0601,316.3,"DTXSID6025436","DTXSID6025436","8-Hydroxyquinoline,sulfate","C18H16N2O6S","firefighter",190906.812840431,NA,0,1
"633","146.05996-270.5",146.05996,270.5,"DTXSID6025436","DTXSID6025436","8-Hydroxyquinoline,sulfate","C18H16N2O6S","firefighter",43558.784178079,NA,0,1
"634","146.06006-212.5",146.06006,212.5,"DTXSID6025436","DTXSID6025436","8-Hydroxyquinoline,sulfate","C18H16N2O6S","firefighter",132237.877822897,NA,0,1
"635","146.06018-168.3",146.06018,168.3,"DTXSID6025436","DTXSID6025436","8-Hydroxyquinoline,sulfate","C18H16N2O6S","firefighter",393854.73718132,NA,0,1
"636","136.07561-360.7",136.07561,360.7,"DTXSID6025569","DTXSID6025569","2-Methylbenzamide","C8H9NO","firefighter",54172.5690667161,NA,0,1
"637","136.07531-74.2",136.07531,74.2,"DTXSID6025569","DTXSID6025569","2-Methylbenzamide","C8H9NO","firefighter",27611.7023490964,NA,0,1
"638","159.09181-168.3",159.09181,168.3,"DTXSID6025696","DTXSID6025696","1,4-Naphthalenediamine","C10H10N2","firefighter",169079.351966986,NA,0,1
"639","159.0917-139.7",159.0917,139.7,"DTXSID6025696","DTXSID6025696","1,4-Naphthalenediamine","C10H10N2","firefighter",64596.9814583576,NA,0,1
"640","135.11667-707.3",135.11667,707.3,"DTXSID6026119","DTXSID6026119","1,2,3,5-Tetramethylbenzene","C10H14","firefighter",56544.8385234168,NA,0,1
"641","135.11667-707.3",135.11667,707.3,"DTXSID6027181","DTXSID6027181","Isobutylbenzene","C10H14","firefighter",56544.8385234168,NA,0,1
"642","245.0785-326.2",245.0785,326.2,"DTXSID6029202","DTXSID6029202","Dimethyl,2,6-naphthalenedicarboxylate","C14H12O4","firefighter",23599.6376277856,NA,0,1
"643","234.14657-458.9",234.14657,458.9,"DTXSID60295571","DTXSID60295571","2-(1-hydroxycyclohexyl)-2-phenylacetamide","C14H19NO2","firefighter",9931.81456358491,NA,0,0
"644","189.13135-151.4",189.13135,151.4,"DTXSID60308392","DTXSID60308392","2-heptan-3-yl-1,3-oxathiolane","C10H20OS","firefighter",377892.477665146,NA,0,1
"645","385.23432-665",385.23432,665,"DTXSID60317464","DTXSID60317464","2,9-Di-tert-butyl-4,7-diethoxyoxepino[2,3-b][1]benzofuran","C24H32O4","firefighter",15479.3806344053,NA,0,1
"646","149.09593-613.3",149.09593,613.3,"DTXSID6033241","DTXSID6033241","Benzylacetone","C10H12O","firefighter",114230.979901306,NA,0,1
"647","189.15982-70.9",189.15982,70.9,"DTXSID6034849","DTXSID6034849","Propamocarb,hydrochloride","C9H21ClN2O2","firefighter",69712.4499844199,NA,0,1
"648","253.21655-591",253.21655,591,"DTXSID6035285","DTXSID6035285","(9E,12Z)-9,12-Tetradecadien-1-ol,acetate","C16H28O2","firefighter",4990.18509334156,NA,0,0
"649","301.21605-1163.8",301.21605,1163.8,"DTXSID6040404","DTXSID6040404","9-cis,Retinoic,acid","C20H28O2","firefighter",9979.77319109149,NA,0,0
"650","331.22414-987.9",331.22414,987.9,"DTXSID6040747","DTXSID6040747","17alpha-Hydroxyprogesterone","C21H30O3","firefighter",9958.34698282902,NA,1,0
"651","179.14291-640.7",179.14291,640.7,"DTXSID6041551","DTXSID6041551","Topanol,A","C12H18O","firefighter",21603.2428850712,NA,0,1
"652","165.09096-265",165.09096,265,"DTXSID6041636","DTXSID6041636","(+/-)-alpha-Methylbenzyl,acetate","C10H12O2","firefighter",37905.0022368175,NA,0,1
"653","137.09596-473.3",137.09596,473.3,"DTXSID6041638","DTXSID6041638","3-Phenyl-1-propanol","C9H12O","firefighter",130992.354254094,NA,0,1
"654","429.299-720.7",429.299,720.7,"DTXSID6043915","DTXSID6043915","Hydroxyprogesterone,caproate","C27H40O4","firefighter",9423.56538031079,NA,1,0
"655","241.21628-822.5",241.21628,822.5,"DTXSID6044359","DTXSID6044359","Pentadecan-15-olide","C15H28O2","firefighter",13317.2072038239,NA,0,1
"656","231.15904-439.5",231.15904,439.5,"DTXSID6044511","DTXSID6044511","Dipropyl,hexanedioate","C12H22O4","firefighter",14308.2342861254,NA,0,1
"657","190.0863-409.7",190.0863,409.7,"DTXSID6044644","DTXSID6044644","N-Isopropylphthalimide","C11H11NO2","firefighter",60204.3486953289,NA,0,1
"658","116.1068-72.9",116.1068,72.9,"DTXSID6044771","DTXSID6044771","N-Hydroxy-4-methylpentan-2-imine","C6H13NO","firefighter",43152.5703671388,NA,0,1
"659","147.06689-145.9",147.06689,145.9,"DTXSID6044858","DTXSID6044858","5-Phenyl-1H-tetrazole","C7H6N4","firefighter",16025.2848552786,NA,0,1
"660","205.09733-136.5",205.09733,136.5,"DTXSID6045161","DTXSID6045161","Idazoxan","C11H12N2O2","firefighter",578015.022359432,NA,0,1
"661","450.31371-591.8",450.31371,591.8,"DTXSID6045662","DTXSID6045662","SNC,80","C28H39N3O2","firefighter",2761.61977791121,NA,0,0
"662","321.13044-359.5",321.13044,359.5,"DTXSID6045743","DTXSID6045743","Tricirbine","C13H16N6O4","firefighter",92272.4221025598,NA,0,1
"663","345.21652-490.2",345.21652,490.2,"DTXSID6045909","DTXSID6045909","Oxyphencyclimine,hydrochloride","C20H29ClN2O3","firefighter",4861.58307589012,NA,0,0
"664","345.2166-867.2",345.2166,867.2,"DTXSID6045909","DTXSID6045909","Oxyphencyclimine,hydrochloride","C20H29ClN2O3","firefighter",1643.20207427595,NA,0,0
"665","587.28094-633.2",587.28094,633.2,"DTXSID6045953","DTXSID6045953","Irinotecan,hydrochloride","C33H39ClN4O6","firefighter",2765.97095232152,NA,0,0
"666","587.29019-892",587.29019,892,"DTXSID6045953","DTXSID6045953","Irinotecan,hydrochloride","C33H39ClN4O6","firefighter",2070.5448599542,NA,0,0
"667","224.16476-505.5",224.16476,505.5,"DTXSID6046139","DTXSID6046139","Guaiactamine","C13H21NO2","firefighter",17311.9076811455,NA,0,1
"668","401.34077-1164.8",401.34077,1164.8,"DTXSID6046212","DTXSID6046212","Colestolone","C27H44O2","firefighter",7221.59790260698,NA,0,0
"669","238.10516-97.2",238.10516,97.2,"DTXSID6046264","DTXSID6046264","Ethopabate","C12H15NO4","firefighter",27005.7453320193,NA,0,1
"670","313.10213-448.4",313.10213,448.4,"DTXSID6046341","DTXSID6046341","Tiotidine","C10H16N8S2","firefighter",68659.9158119468,NA,0,1
"671","132.10195-82.8",132.10195,82.8,"DTXSID6046347","DTXSID6046347","D-Leucine","C6H13NO2","firefighter",1285574.8471529,NA,0,1
"672","365.24558-1163.3",365.24558,1163.3,"DTXSID6046553","DTXSID6046553","Quinestrol","C25H32O2","firefighter",523465.146023501,NA,0,1
"673","308.1831-350",308.1831,350,"DTXSID6046977","DTXSID6046977","Buflomedil,hydrochloride","C17H26ClNO4","firefighter",21446.2852633607,NA,0,1
"674","308.18419-376",308.18419,376,"DTXSID6046977","DTXSID6046977","Buflomedil,hydrochloride","C17H26ClNO4","firefighter",45915.737078003,NA,0,1
"675","193.1223-447.4",193.1223,447.4,"DTXSID6047159","DTXSID6047159","4-Methylphenyl,3-methylbutanoate","C12H16O2","firefighter",26125.6467520693,NA,0,1
"676","193.12234-1019.7",193.12234,1019.7,"DTXSID6047159","DTXSID6047159","4-Methylphenyl,3-methylbutanoate","C12H16O2","firefighter",2448.3964886535,NA,0,0
"677","193.12235-517",193.12235,517,"DTXSID6047159","DTXSID6047159","4-Methylphenyl,3-methylbutanoate","C12H16O2","firefighter",42776.8600337341,NA,0,1
"678","157.12213-321.8",157.12213,321.8,"DTXSID6047579","DTXSID6047579","(3Z)-Hex-3-en-1-yl,propanoate","C9H16O2","firefighter",46360.5888120233,NA,0,1
"679","193.1223-447.4",193.1223,447.4,"DTXSID6047604","DTXSID6047604","2-Phenylethyl,butanoate","C12H16O2","firefighter",26125.6467520693,NA,0,1
"680","193.12234-1019.7",193.12234,1019.7,"DTXSID6047604","DTXSID6047604","2-Phenylethyl,butanoate","C12H16O2","firefighter",2448.3964886535,NA,0,0
"681","193.12235-517",193.12235,517,"DTXSID6047604","DTXSID6047604","2-Phenylethyl,butanoate","C12H16O2","firefighter",42776.8600337341,NA,0,1
"682","363.09791-60.6",363.09791,60.6,"DTXSID6048175","DTXSID6048175","Difpas-pyrazole","C18H16F2N2O2S","firefighter",18398.0019099166,NA,0,1
"683","149.09593-613.3",149.09593,613.3,"DTXSID6048202","DTXSID6048202","Isopropyl,phenyl,ketone","C10H12O","firefighter",114230.979901306,NA,1,1
"684","313.16285-709.7",313.16285,709.7,"DTXSID6048674","DTXSID6048674","Propamidine","C17H20N4O2","firefighter",123828.942430372,NA,0,1
"685","196.1322-482.2",196.1322,482.2,"DTXSID6048886","DTXSID6048886","2,5-Dimethoxyamphetamine,hydrochloride","C11H18ClNO2","firefighter",8807.75899151143,NA,0,0
"686","224.16476-505.5",224.16476,505.5,"DTXSID6048888","DTXSID6048888","(+)-2,5-Dimethoxy-4-ethylamphetamine,hydrochloride","C13H22ClNO2","firefighter",17311.9076811455,NA,0,1
"687","235.13081-440",235.13081,440,"DTXSID6049068","DTXSID6049068","Stiripentol","C14H18O3","firefighter",65351.6806112404,NA,0,1
"688","235.13239-471.3",235.13239,471.3,"DTXSID6049068","DTXSID6049068","Stiripentol","C14H18O3","firefighter",21814.0947616507,NA,0,1
"689","409.18659-168.3",409.18659,168.3,"DTXSID6049226","DTXSID6049226","Tetrabutylthiuram,disulfide","C18H36N2S4","firefighter",71002.5342983799,NA,0,1
"690","269.12616-159.3",269.12616,159.3,"DTXSID6049303","DTXSID6049303","1,4-Dimethylamino-4-nitrostilbene","C16H16N2O2","firefighter",125985.149498449,NA,0,1
"691","166.12257-261.1",166.12257,261.1,"DTXSID6049309","DTXSID6049309","p-N,N-Dimethylaminophenethanol","C10H15NO","firefighter",46350.6539655642,NA,0,1
"692","433.31292-672",433.31292,672,"DTXSID6051306","DTXSID6051306","1,1-Bis(3-cyclohexyl-4-hydroxyphenyl)cyclohexane","C30H40O2","firefighter",39190.6073749161,NA,0,1
"693","307.23778-737.6",307.23778,737.6,"DTXSID6051481","DTXSID6051481","Dioctyl,phosphonate","C16H35O3P","firefighter",19709.6329058211,NA,0,1
"694","391.2451-881.8",391.2451,881.8,"DTXSID6051778","DTXSID6051778","Digoxigenin","C23H34O5","firefighter",4594.74908512916,NA,0,0
"695","391.24497-769.8",391.24497,769.8,"DTXSID6051778","DTXSID6051778","Digoxigenin","C23H34O5","firefighter",19242.2440041179,NA,0,1
"696","301.2848-762.9",301.2848,762.9,"DTXSID6052297","DTXSID6052297","Lauramidopropylamine,oxide","C17H36N2O2","firefighter",12832.9310804427,NA,0,1
"697","177.0909-354",177.0909,354,"DTXSID6057617","DTXSID6057617","6-Methoxy-?1-?tetralone","C11H12O2","firefighter",41596.8742083656,NA,0,1
"698","185.15367-748.5",185.15367,748.5,"DTXSID6057742","DTXSID6057742","Calcium,undecylenate","C22H38CaO4","firefighter",1682.33893971291,NA,0,0
"699","185.15368-439.5",185.15368,439.5,"DTXSID6057742","DTXSID6057742","Calcium,undecylenate","C22H38CaO4","firefighter",6884.47897354081,NA,0,0
"700","313.19852-622.3",313.19852,622.3,"DTXSID6057821","DTXSID6057821","Artemotil","C17H28O5","firefighter",53495.4303611043,NA,0,1
"701","431.27611-644.2",431.27611,644.2,"DTXSID6057825","DTXSID6057825","Resocortol,butyrate","C26H38O5","firefighter",84678.4278231531,NA,0,1
"702","181.08612-312.8",181.08612,312.8,"DTXSID6057829","DTXSID6057829","Ethyl,mandelate","C10H12O3","firefighter",438456.559740933,NA,0,1
"703","149.09593-613.3",149.09593,613.3,"DTXSID6067412","DTXSID6067412","Benzaldehyde,,4-propyl-","C10H12O","firefighter",114230.979901306,NA,0,1
"704","332.24268-467.3",332.24268,467.3,"DTXSID6070142","DTXSID6070142",".beta.-Alanine,,N-(2-carboxyethyl)-N-[3-(octyloxy)propyl],-,monosodium,salt","C17H33NO5","firefighter",4466.48019057652,NA,0,0
"705","332.24211-332.2",332.24211,332.2,"DTXSID6070142","DTXSID6070142",".beta.-Alanine,,N-(2-carboxyethyl)-N-[3-(octyloxy)propyl],-,monosodium,salt","C17H33NO5","firefighter",6664.20801643223,NA,0,0
"706","229.12005-505.1",229.12005,505.1,"DTXSID7020182","DTXSID7020182","Bisphenol,A","C15H16O2","firefighter",16285.6634797709,NA,1,1
"707","323.02194-622.3",323.02194,622.3,"DTXSID7020265","DTXSID7020265","Chloramphenicol","C11H12Cl2N2O5","firefighter",994.155539309707,NA,0,0
"708","323.02237-680.9",323.02237,680.9,"DTXSID7020265","DTXSID7020265","Chloramphenicol","C11H12Cl2N2O5","firefighter",5458.23091422669,NA,0,0
"709","319.17572-640.7",319.17572,640.7,"DTXSID7020344","DTXSID7020344","Tomelukast","C16H22N4O3","firefighter",5598.8532297111,NA,0,0
"710","310.14104-607.9",310.14104,607.9,"DTXSID7020635","DTXSID7020635","Fluoxetine,hydrochloride","C17H19ClF3NO","firefighter",3085.59127154632,NA,0,0
"711","310.14356-743",310.14356,743,"DTXSID7020635","DTXSID7020635","Fluoxetine,hydrochloride","C17H19ClF3NO","firefighter",3622.10646650181,NA,0,0
"712","363.21696-454.4",363.21696,454.4,"DTXSID7020714","DTXSID7020714","Hydrocortisone","C21H30O5","firefighter",519393.632095594,NA,0,1
"713","180.10191-343.6",180.10191,343.6,"DTXSID7020766","DTXSID7020766","Propham","C10H13NO2","firefighter",33411.4466415964,NA,0,1
