"","featureid","mz","rt","DTXSID","DB_name","name_original","Formula","group","mean_visit1","mean_N_OW","of_interest_cat","NFF_intensityTRUE"
"580","385.167-563.6",385.167,563.6,"DTXSID3051381","DTXSID3051381","Bis(p-methylbenzylidene)sorbitol","C22H26O6","firefighter",36656.72225,NA,0,1
"581","135.04492-237.9",135.04492,237.9,"DTXSID3051626","DTXSID3051626","Phenyl,acetate","C8H8O2","firefighter",98096.1896741648,NA,0,1
"582","247.1698-722.7",247.1698,722.7,"DTXSID3051834","DTXSID3051834","2-(4-tert-Butylphenoxy)cyclohexanol","C16H24O2","firefighter",135512.7735,NA,0,1
"583","191.10725-449.4",191.10725,449.4,"DTXSID3051917","DTXSID3051917","3a,4,5,6,7,7a-Hexahydro-1H-4,7-methanoinden-5-yl,acetate","C12H16O2","firefighter",34075.5722438628,NA,0,1
"584","207.1019-760",207.1019,760,"DTXSID3052145","DTXSID3052145","2-Methylbutyl,salicylate","C12H16O3","firefighter",1968.057315,NA,0,0
"585","195.13868-578.3",195.13868,578.3,"DTXSID3052228","DTXSID3052228","(-)Bronyl,acetate","C12H20O2","firefighter",443934.552913705,NA,0,1
"586","241.2174-901.8",241.2174,901.8,"DTXSID3052432","DTXSID3052432","2,4,6,8-Tetramethylnonyl,acetate","C15H30O2","firefighter",10618592.025,NA,0,1
"587","297.2794-1080",297.2794,1080,"DTXSID3052727","DTXSID3052727","8-Methylnonyl,nonan-1-oate","C19H38O2","firefighter",1061981.215,NA,0,1
"588","411.2891-871.5",411.2891,871.5,"DTXSID3057852","DTXSID3057852","Nandrolone,cyclohexylpropionate","C27H40O3","firefighter",15934.173,NA,0,1
"589","291.0843-263.8",291.0843,263.8,"DTXSID3058612","DTXSID3058612","Edetate,dipotassium,anhydrous","C10H16N2O8","firefighter",13939.72761,NA,0,1
"590","141.09195-326",141.09195,326,"DTXSID3060405","DTXSID3060405","tert-Butyl,methacrylate","C8H14O2","firefighter",153472.681344357,NA,1,1
"591","157.08653-240.4",157.08653,240.4,"DTXSID3060453","DTXSID3060453","Butanoic,acid,,3-oxo,-,butyl,ester","C8H14O3","firefighter",52617.4332813953,NA,0,1
"592","157.08657-331",157.08657,331,"DTXSID3060453","DTXSID3060453","Butanoic,acid,,3-oxo,-,butyl,ester","C8H14O3","firefighter",23134.9266086883,NA,0,1
"593","157.08658-334",157.08658,334,"DTXSID3060453","DTXSID3060453","Butanoic,acid,,3-oxo,-,butyl,ester","C8H14O3","firefighter",26760.0412418061,NA,0,1
"594","285.2065-535.5",285.2065,535.5,"DTXSID3064720","DTXSID3064720","Decanedioic,acid,,bis(1-methylethyl),ester","C16H30O4","firefighter",331864.11025,NA,0,1
"595","417.222-884.9",417.222,884.9,"DTXSID3067314","DTXSID3067314","Phosphoric,acid,,dodecyl,diphenyl,ester","C24H35O4P","firefighter",109708.44475,NA,0,1
"596","239.9966-193.1",239.9966,193.1,"DTXSID3073630","DTXSID3073630","Benzoic,acid,,2-(isocyanatosulfonyl),-,methyl,ester","C9H7NO5S","firefighter",3859.9845525,NA,0,0
"597","239.9965-253.3",239.9965,253.3,"DTXSID3073630","DTXSID3073630","Benzoic,acid,,2-(isocyanatosulfonyl),-,methyl,ester","C9H7NO5S","firefighter",8006.4493975,NA,0,0
"598","293.2114-667.8",293.2114,667.8,"DTXSID3075044","DTXSID3075044","2-[2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethoxy]ethanol","C18H30O3","firefighter",94680.06175,NA,0,1
"599","425.3257-775",425.3257,775,"DTXSID30872313","DTXSID30872313","3-Methylbenzethonium,chloride","C28H44ClNO2","firefighter",285186.8125,NA,0,1
"600","191.01992-44.3",191.01992,44.3,"DTXSID30983958","DTXSID30983958","DISODIUM,CUPRIC,CITRATE","C6H4CuNa2O7","firefighter",5952192.74623336,NA,0,1
"601","174.05556-417.1",174.05556,417.1,"DTXSID40176819","DTXSID40176819","4-Anilinofuran-2(5H)-one","C10H9NO2","firefighter",29882.0302688064,NA,0,1
"602","147.08133-364.8",147.08133,364.8,"DTXSID4020086","DTXSID4020086","Anethole","C10H12O","firefighter",26148.8243811499,NA,0,1
"603","287.2009-750.4",287.2009,750.4,"DTXSID4020379","DTXSID4020379","Dehydroepiandrosterone","C19H28O2","firefighter",4222.12075,NA,1,0
"604","287.201-594.3",287.201,594.3,"DTXSID4020379","DTXSID4020379","Dehydroepiandrosterone","C19H28O2","firefighter",9879.642875,NA,1,0
"605","367.1579-444.9",367.1579,444.9,"MTX401","DTXSID4020379-BTMR0503","","C19H28O5S","firefighter",8718983.95,NA,1,1
"606","287.2007-834.1",287.2007,834.1,"DTXSID4020379","DTXSID4020379","Dehydroepiandrosterone","C19H28O2","firefighter",10686.5714,NA,1,1
"607","463.2318-594.3",463.2318,594.3,"MTX400","DTXSID4020379-BTMR0157","","C25H36O8","firefighter",5341.5071775,NA,1,0
"608","164.07167-132.9",164.07167,132.9,"DTXSID4020581","DTXSID4020581","2-Ethoxybenzamide","C9H11NO2","firefighter",5227101.29694851,NA,0,1
"609","383.2192-874.5",383.2192,874.5,"DTXSID4020614","DTXSID4020614","Ethynodiol,diacetate","C24H32O4","firefighter",162158.73475,NA,1,1
"610","380.115-404.6",380.115,404.6,"MTX406","DTXSID4020666-BTMR0222","","C13H23N3O8S","firefighter",24623.099675,NA,0,1
"611","193.08672-348.4",193.08672,348.4,"DTXSID4020749","DTXSID4020749","Isobutylparaben","C11H14O3","firefighter",106850.289997538,NA,0,1
"612","123.04501-191.1",123.04501,191.1,"DTXSID4020828","DTXSID4020828","4-Methoxyphenol","C7H8O2","firefighter",409413.339347168,NA,0,1
"613","339.232-984.5",339.232,984.5,"DTXSID4020870","DTXSID4020870","2,2'-Methylenebis(4-methyl-6-tert-butylphenol)","C23H32O2","firefighter",24932.087825,NA,0,1
"614","123.04501-191.1",123.04501,191.1,"DTXSID4020876","DTXSID4020876","Methylhydroquinone","C7H8O2","firefighter",409413.339347168,NA,0,1
"615","328.0767-109.9",328.0767,109.9,"MTX409","DTXSID4020957-BTMR0171","","C12H15N3O8","firefighter",16758.6286,NA,0,1
"616","328.0767-132.4",328.0767,132.4,"MTX409","DTXSID4020957-BTMR0171","","C12H15N3O8","firefighter",24612.8025,NA,0,1
"617","423.1239-78.3",423.1239,78.3,"MTX414","DTXSID4021135-BTMR0166","","C22H20N2O7","firefighter",10089.967325,NA,1,1
"618","353.1778-332.5",353.1778,332.5,"DTXSID4021397","DTXSID4021397","(+-)-7-(3,5,6-trimethyl-1,4-benzoquinon-2-yl)-7-phenylheptanoic,acid","C22H26O4","firefighter",1697.4747225,NA,0,0
"619","353.1779-776.4",353.1779,776.4,"DTXSID4021397","DTXSID4021397","(+-)-7-(3,5,6-trimethyl-1,4-benzoquinon-2-yl)-7-phenylheptanoic,acid","C22H26O4","firefighter",6003.64635,NA,0,0
"620","250.1442-766.5",250.1442,766.5,"DTXSID4021559","DTXSID4021559","2,6-Di-tert-butyl-4-nitrophenol","C14H21NO3","firefighter",119686.76425,NA,1,1
"621","163.03971-262.8",163.03971,262.8,"DTXSID40218945","DTXSID40218945","5-Acetylsalicylaldehyde","C9H8O3","firefighter",35126.0215378495,NA,0,1
"622","121.06561-287.3",121.06561,287.3,"DTXSID4021977","DTXSID4021977","4-Ethylphenol","C8H10O","firefighter",19916.0346234636,NA,0,1
"623","121.06543-129.9",121.06543,129.9,"DTXSID4021977","DTXSID4021977","4-Ethylphenol","C8H10O","firefighter",8044.93175873193,NA,0,0
"624","259.0097-242.4",259.0097,242.4,"DTXSID4022020","DTXSID4022020","Bromacil","C9H13BrN2O2","firefighter",133764.23075,NA,0,1
"625","169.12333-498.2",169.12333,498.2,"DTXSID4022109","DTXSID4022109","gamma-Decanolactone","C10H18O2","firefighter",1192069.06035233,NA,0,1
"626","321.1737-778.9",321.1737,778.9,"DTXSID4022315","DTXSID4022315","Zearalanol","C18H26O5","firefighter",821849.495,NA,0,1
"627","321.1697-351.4",321.1697,351.4,"DTXSID4022315","DTXSID4022315","Zearalanol","C18H26O5","firefighter",32569.37275,NA,0,1
"628","199.07604-370.4",199.07604,370.4,"DTXSID4022446","DTXSID4022446","2,2'-Bisphenol,F","C13H12O2","firefighter",134160.66130434,NA,0,1
"629","199.0762-63.2",199.0762,63.2,"DTXSID4022446","DTXSID4022446","2,2'-Bisphenol,F","C13H12O2","firefighter",73394.8000494491,NA,0,1
"630","553.2372-760.4",553.2372,760.4,"MTX423","DTXSID4022448-BTMR0224","","C25H38N4O8S","firefighter",3508.77813,NA,0,0
"631","553.2378-202.6",553.2378,202.6,"MTX423","DTXSID4022448-BTMR0224","","C25H38N4O8S","firefighter",5575.262175,NA,0,0
"632","235.1334-305.6",235.1334,305.6,"DTXSID4022523","DTXSID4022523","Heptylparaben","C14H20O3","firefighter",6444.5608025,NA,0,0
"633","235.1333-728.7",235.1333,728.7,"DTXSID4022523","DTXSID4022523","Heptylparaben","C14H20O3","firefighter",62280.1475,NA,0,1
"634","235.1327-606.7",235.1327,606.7,"DTXSID4022523","DTXSID4022523","Heptylparaben","C14H20O3","firefighter",20751.61125,NA,0,1
"635","249.1492-593.7",249.1492,593.7,"DTXSID4022525","DTXSID4022525","2-Ethylhexylparaben","C15H22O3","firefighter",162039.62975,NA,1,1
"636","329.1055-616.1",329.1055,616.1,"MTX425","DTXSID4022525-BTMR0197","","C15H22O6S","firefighter",8823.529875,NA,1,0
"637","329.1055-585.3",329.1055,585.3,"MTX425","DTXSID4022525-BTMR0197","","C15H22O6S","firefighter",1714.821365,NA,1,0
"638","355.1019-310.8",355.1019,310.8,"MTX426","DTXSID4022527-BTMR0166","","C16H20O9","firefighter",3272.114165,NA,1,0
"639","179.07087-341.9",179.07087,341.9,"DTXSID4022527","DTXSID4022527","Propylparaben","C10H12O3","firefighter",139818.725341676,NA,1,1
"640","259.0276-303.7",259.0276,303.7,"MTX427","DTXSID4022527-BTMR0197","","C10H12O6S","firefighter",53085.60925,NA,1,1
"641","355.104-342.4",355.104,342.4,"MTX426","DTXSID4022527-BTMR0166","","C16H20O9","firefighter",1220.60772,NA,1,0
"642","355.1039-375.8",355.1039,375.8,"MTX426","DTXSID4022527-BTMR0166","","C16H20O9","firefighter",1496.40814775,NA,1,0
"643","259.0275-296.6",259.0275,296.6,"MTX427","DTXSID4022527-BTMR0197","","C10H12O6S","firefighter",56143.18145,NA,1,1
"644","230.9965-156.3",230.9965,156.3,"MTX429","DTXSID4022529-BTMR0197","","C8H8O6S","firefighter",51138.159975,NA,1,1
"645","151.03982-147.8",151.03982,147.8,"DTXSID4022529","DTXSID4022529","Methylparaben","C8H8O3","firefighter",183571.24427369,NA,1,1
"646","230.9966-221",230.9966,221,"MTX429","DTXSID4022529-BTMR0197","","C8H8O6S","firefighter",177020.846225,NA,1,1
"647","230.9965-170.3",230.9965,170.3,"MTX429","DTXSID4022529-BTMR0197","","C8H8O6S","firefighter",30349.40745,NA,1,1
"648","230.9966-198.2",230.9966,198.2,"MTX429","DTXSID4022529-BTMR0197","","C8H8O6S","firefighter",67263.7004375,NA,1,1
"649","135.03012-46.8",135.03012,46.8,"DTXSID4022573","DTXSID4022573","ALLOPURINOL","C5H4N4O","firefighter",1216645.01635959,NA,0,1
"650","314.0782-1059.1",314.0782,1059.1,"DTXSID4022810","DTXSID4022810","Chlorprothixene","C18H18ClNS","firefighter",50727.6087625,NA,0,1
"651","351.2165-540",351.2165,540,"DTXSID4022947","DTXSID4022947","Dinoprostone","C20H32O5","firefighter",19509.58075,NA,0,1
"652","351.2165-327",351.2165,327,"DTXSID4022947","DTXSID4022947","Dinoprostone","C20H32O5","firefighter",29284.9701,NA,0,1
"653","299.2009-864",299.2009,864,"DTXSID4023177","DTXSID4023177","13-cis,Retinoic,acid","C20H28O2","firefighter",32657.19775,NA,0,1
"654","339.1803-524.6",339.1803,524.6,"DTXSID4023252","DTXSID4023252","Mepenzolate,bromide","C21H26BrNO3","firefighter",12961.452525,NA,0,1
"655","188.07157-225.1",188.07157,225.1,"DTXSID4023460","DTXSID4023460","Phensuximide","C11H11NO2","firefighter",396519.058863574,NA,0,1
"656","471.1709-171",471.1709,171,"MTX437","DTXSID4023628-BTMR0244","","C20H30N3O8S","firefighter",2553.6261975,NA,0,0
"657","471.1674-560.8",471.1674,560.8,"MTX437","DTXSID4023628-BTMR0244","","C20H30N3O8S","firefighter",5853.8441375,NA,0,0
"658","121.06543-129.9",121.06543,129.9,"DTXSID4024062","DTXSID4024062","3,4-Dimethylphenol","C8H10O","firefighter",8044.93175873193,NA,1,0
"659","121.06561-287.3",121.06561,287.3,"DTXSID4024062","DTXSID4024062","3,4-Dimethylphenol","C8H10O","firefighter",19916.0346234636,NA,1,1
"660","265.0805-68.1",265.0805,68.1,"DTXSID4024064","DTXSID4024064","Dinex","C12H14N2O5","firefighter",4742.437825,NA,0,0
"661","265.0811-333.5",265.0811,333.5,"DTXSID4024064","DTXSID4024064","Dinex","C12H14N2O5","firefighter",18677.553125,NA,0,1
"662","141.09195-326",141.09195,326,"DTXSID4024696","DTXSID4024696","Butyl,methacrylate","C8H14O2","firefighter",153472.681344357,NA,1,1
"663","141.12828-450.9",141.12828,450.9,"DTXSID4025080","DTXSID4025080","Diisobutyl,ketone","C9H18O","firefighter",24370.779574554,NA,0,1
"664","125.09683-320.5",125.09683,320.5,"DTXSID4025296","DTXSID4025296","2-Ethyl-2-hexenal","C8H14O","firefighter",34357.9150756898,NA,0,1
"665","169.12333-498.2",169.12333,498.2,"DTXSID4025406","DTXSID4025406","Hexyl,methacrylate","C10H18O2","firefighter",1192069.06035233,NA,1,1
"666","145.06458-322",145.06458,322,"DTXSID4025587","DTXSID4025587","2-Methylcinnamic,aldehyde","C10H10O","firefighter",11019.0466393652,NA,0,1
"667","145.06555-350.1",145.06555,350.1,"DTXSID4025587","DTXSID4025587","2-Methylcinnamic,aldehyde","C10H10O","firefighter",4105.22835038932,NA,0,0
"668","163.03971-262.8",163.03971,262.8,"DTXSID4025610","DTXSID4025610","Methyl,4-formylbenzoate","C9H8O3","firefighter",35126.0215378495,NA,0,1
"669","145.06458-322",145.06458,322,"DTXSID4025662","DTXSID4025662","Methyl,styryl,ketone","C10H10O","firefighter",11019.0466393652,NA,0,1
"670","145.06555-350.1",145.06555,350.1,"DTXSID4025662","DTXSID4025662","Methyl,styryl,ketone","C10H10O","firefighter",4105.22835038932,NA,0,0
"671","149.06064-219",149.06064,219,"DTXSID4025668","DTXSID4025668","Methyl,4-methylbenzoate","C9H10O2","firefighter",248426.568803885,NA,0,1
"672","136.03956-79.1",136.03956,79.1,"DTXSID4025791","DTXSID4025791","2-Nitrotoluene","C7H7NO2","firefighter",28273.7934078859,NA,1,1
"673","136.04038-310.8",136.04038,310.8,"DTXSID4025791","DTXSID4025791","2-Nitrotoluene","C7H7NO2","firefighter",10315.637899524,NA,1,1
"674","283.0276-358.8",283.0276,358.8,"DTXSID4026000","DTXSID4026000","Rhein","C15H8O6","firefighter",57608.49395,NA,0,1
"675","283.1909-478.8",283.1909,478.8,"DTXSID4026717","DTXSID4026717","2-Butenedioic,acid,(2Z),-,bis(1,3-dimethylbutyl),ester","C16H28O4","firefighter",196781.9475,NA,0,1
"676","161.08167-70.2",161.08167,70.2,"DTXSID4026769","DTXSID4026769","Hexamethyldisiloxane","C6H18OSi2","firefighter",5773.0277059381,NA,0,0
"677","185.15436-654.5",185.15436,654.5,"DTXSID4026842","DTXSID4026842","Methyl,decanoate","C11H22O2","firefighter",222782.544951515,NA,0,1
"678","253.2178-884.9",253.2178,884.9,"DTXSID4027103","DTXSID4027103","Dodecyl,2-methylacrylate","C16H30O2","firefighter",74239209.6,NA,1,1
"679","143.10773-405.1",143.10773,405.1,"DTXSID4027525","DTXSID4027525","Potassium,2-ethylhexanoate","C8H15KO2","firefighter",2123792.66694295,NA,0,1
"680","453.2299-531.6",453.2299,531.6,"DTXSID4027785","DTXSID4027785","1,2-Benzenedicarboxylic,acid,,2,2-dimethyl-1-(1-methylethyl)-3-(2-methyl-1-oxopropoxy)propyl,phenylmethyl,ester","C27H34O6","firefighter",28190.0052,NA,0,1
"681","269.2489-984.5",269.2489,984.5,"DTXSID4029149","DTXSID4029149","Methyl,hexadecanoate","C17H34O2","firefighter",5688834.85,NA,0,1
"682","295.2641-1007.4",295.2641,1007.4,"DTXSID4029276","DTXSID4029276","2-Propenoic,acid,,2-methyl,-,pentadecyl,ester","C19H36O2","firefighter",2276976.1925,NA,0,1
"683","245.1905-498.2",245.1905,498.2,"DTXSID4029353","DTXSID4029353","Acetyl,cedrene","C17H26O","firefighter",1718.7306665,NA,0,0
"684","307.0275-349.4",307.0275,349.4,"MTX457","DTXSID4031980-BTMR0197","","C14H12O6S","firefighter",40473.196,NA,0,1
"685","227.0711-349.8",227.0711,349.8,"DTXSID4031980","DTXSID4031980","Resveratrol","C14H12O3","firefighter",18491.657075,NA,0,1
"686","329.1055-585.3",329.1055,585.3,"DTXSID4032619","DTXSID4032619","Halofenozide","C18H19ClN2O2","firefighter",1714.821365,NA,0,0
"687","329.1055-616.1",329.1055,616.1,"DTXSID4032619","DTXSID4032619","Halofenozide","C18H19ClN2O2","firefighter",8823.529875,NA,0,0
"688","227.0711-349.8",227.0711,349.8,"DTXSID4033390","DTXSID4033390","Desmethoxyyangonin","C14H12O3","firefighter",18491.657075,NA,0,1
"689","183.13891-567.9",183.13891,567.9,"DTXSID4034287","DTXSID4034287","5-Heptyldihydro-2(3H)-furanone","C11H20O2","firefighter",1084198.58335115,NA,1,1
"690","301.2172-874.5",301.2172,874.5,"DTXSID4036489","DTXSID4036489","Mibolerone","C20H30O2","firefighter",6961708.875,NA,0,1
"691","389.0749-831.7",389.0749,831.7,"DTXSID4037611","DTXSID4037611","trans-Permethrin","C21H20Cl2O3","firefighter",6115.35085,NA,0,0
"692","221.1178-516.4",221.1178,516.4,"DTXSID4038924","DTXSID4038924","Hexyl,salicylate","C13H18O3","firefighter",4939.964075,NA,0,0
"693","221.1177-359.7",221.1177,359.7,"DTXSID4038924","DTXSID4038924","Hexyl,salicylate","C13H18O3","firefighter",13078.366275,NA,0,1
"694","229.0865-254.8",229.0865,254.8,"DTXSID4040686","DTXSID4040686","NAPROXEN","C14H14O3","firefighter",30814.328575,NA,0,1
"695","163.07599-384.2",163.07599,384.2,"DTXSID4040711","DTXSID4040711","Ethyl,2-methylbenzoate","C10H12O2","firefighter",59713.5336243316,NA,1,1
"696","163.07594-342.9",163.07594,342.9,"DTXSID4040711","DTXSID4040711","Ethyl,2-methylbenzoate","C10H12O2","firefighter",26207.7184520662,NA,1,1
"697","281.1389-629.1",281.1389,629.1,"DTXSID4040713","DTXSID4040713","Octyl,gallate","C15H22O5","firefighter",476596.79,NA,1,1
"698","141.12828-450.9",141.12828,450.9,"DTXSID4041444","DTXSID4041444","5-Methyl-2-octanone","C9H18O","firefighter",24370.779574554,NA,0,1
"699","393.0631-330",393.0631,330,"DTXSID4041494","DTXSID4041494","Diflufenican","C19H11F5N2O2","firefighter",3555.7165975,NA,0,0
"700","393.0635-307.6",393.0635,307.6,"DTXSID4041494","DTXSID4041494","Diflufenican","C19H11F5N2O2","firefighter",1567.2872875,NA,0,0
"701","133.01429-44.3",133.01429,44.3,"DTXSID4041575","DTXSID4041575","Diglycolic,acid","C4H6O5","firefighter",410606.450388661,NA,0,1
"702","143.10773-405.1",143.10773,405.1,"DTXSID4041606","DTXSID4041606","Pentyl,propionate","C8H16O2","firefighter",2123792.66694295,NA,0,1
"703","145.08683-209",145.08683,209,"DTXSID4042335","DTXSID4042335","Butyl,(2S)-2-hydroxypropanoate","C7H14O3","firefighter",40274.2491257168,NA,0,1
"704","115.07627-833.2",115.07627,833.2,"DTXSID4042337","DTXSID4042337","Propyl,propionate","C6H12O2","firefighter",19547.6107849415,NA,0,1
"705","115.07635-219",115.07635,219,"DTXSID4042337","DTXSID4042337","Propyl,propionate","C6H12O2","firefighter",387482.466297211,NA,0,1
"706","115.07629-113.5",115.07629,113.5,"DTXSID4042337","DTXSID4042337","Propyl,propionate","C6H12O2","firefighter",60475.3903932055,NA,0,1
"707","131.07116-105.8",131.07116,105.8,"DTXSID4044375","DTXSID4044375","Glycerol,1-allylether","C6H12O3","firefighter",472249.086382058,NA,0,1
"708","157.08657-331",157.08657,331,"DTXSID4044402","DTXSID4044402","tert-Butyl,3-oxobutanoate","C8H14O3","firefighter",23134.9266086883,NA,0,1
"709","157.08658-334",157.08658,334,"DTXSID4044402","DTXSID4044402","tert-Butyl,3-oxobutanoate","C8H14O3","firefighter",26760.0412418061,NA,0,1
"710","157.08653-240.4",157.08653,240.4,"DTXSID4044402","DTXSID4044402","tert-Butyl,3-oxobutanoate","C8H14O3","firefighter",52617.4332813953,NA,0,1
"711","177.12816-629.1",177.12816,629.1,"DTXSID4044581","DTXSID4044581","2-tert-Butyl-4-ethylphenol","C12H18O","firefighter",21694.4715479733,NA,0,1
"712","163.07599-384.2",163.07599,384.2,"DTXSID4044791","DTXSID4044791","Benzyl,propanoate","C10H12O2","firefighter",59713.5336243316,NA,0,1
"713","163.07594-342.9",163.07594,342.9,"DTXSID4044791","DTXSID4044791","Benzyl,propanoate","C10H12O2","firefighter",26207.7184520662,NA,0,1
"714","211.1703-722.7",211.1703,722.7,"DTXSID4044828","DTXSID4044828","Ethyl,undec-10-enoate","C13H24O2","firefighter",882096.9675,NA,0,1
"715","225.1129-353.4",225.1129,353.4,"DTXSID4044870","DTXSID4044870","Butane-1,4-diyl,bis(2-methylprop-2-enoate)","C12H18O4","firefighter",47815.156,NA,0,1
"716","163.07594-342.9",163.07594,342.9,"DTXSID4044878","DTXSID4044878","Propyl,benzoate","C10H12O2","firefighter",26207.7184520662,NA,0,1
"717","163.07599-384.2",163.07599,384.2,"DTXSID4044878","DTXSID4044878","Propyl,benzoate","C10H12O2","firefighter",59713.5336243316,NA,0,1
"718","329.1055-616.1",329.1055,616.1,"DTXSID4044901","DTXSID4044901","Triallyl,trimellitate","C18H18O6","firefighter",8823.529875,NA,0,0
"719","329.1055-585.3",329.1055,585.3,"DTXSID4044901","DTXSID4044901","Triallyl,trimellitate","C18H18O6","firefighter",1714.821365,NA,0,0
"720","400.1421-344.4",400.1421,344.4,"DTXSID4045688","DTXSID4045688","Ipsapirone","C19H23N5O3S","firefighter",23046.6534825,NA,0,1
"721","431.2398-759.6",431.2398,759.6,"DTXSID4045896","DTXSID4045896","Hydrocortisone,17-butyrate","C25H36O6","firefighter",5158.42335,NA,0,0
"722","151.03982-147.8",151.03982,147.8,"DTXSID4046523","DTXSID4046523","D-(-)-Mandelic,acid","C8H8O3","firefighter",183571.24427369,NA,0,1
"723","205.1598-827.9",205.1598,827.9,"DTXSID4047042","DTXSID4047042","alpha-Irone","C14H22O","firefighter",1337587.9225,NA,0,1
"724","163.11238-579.3",163.11238,579.3,"DTXSID4047092","DTXSID4047092","Jasmone","C11H16O","firefighter",4469.96598107676,NA,0,0
"725","163.11237-445.9",163.11237,445.9,"DTXSID4047092","DTXSID4047092","Jasmone","C11H16O","firefighter",5090.52500113169,NA,0,0
"726","147.08133-364.8",147.08133,364.8,"DTXSID4047098","DTXSID4047098","3-Phenylbutyraldehyde","C10H12O","firefighter",26148.8243811499,NA,0,1
"727","197.15448-672.4",197.15448,672.4,"DTXSID4047125","DTXSID4047125","9-Decenyl,acetate","C12H22O2","firefighter",404842.125402447,NA,0,1
"728","197.1545-652.2",197.1545,652.2,"DTXSID4047125","DTXSID4047125","9-Decenyl,acetate","C12H22O2","firefighter",1606116.18306,NA,0,1
"729","167.08656-381.7",167.08656,381.7,"DTXSID4047177","DTXSID4047177","4-Phenyltoluene","C13H12","firefighter",49812.9939561118,NA,0,1
"730","193.15934-638.1",193.15934,638.1,"DTXSID4047200","DTXSID4047200","Dihydro-beta-ionone","C13H22O","firefighter",2875.40846829034,NA,0,0
