,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,cv_N/CV_OW,sdN/Sd_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DF_high_N,parent_id,DB_name,name_original,interest for fragmentation,SMILES_cleaned,name_cleaned,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,BC-relevant,">2xfb, higher N"
713,153.05482-1173.5,6387,153.05482,1173.5,100,100,100,0,9230.33491,9342.356255,101.2136217,5707.184927,5666.810434,11818.93172,24165.27904,204.4624642,5638.680796,5543.524932,0.495022996,0.386602457,15071.03109,11143.93299,73.94273773,12810.73473,11134.21932,3,27979.27461,Multiple,153.05462,1.31,C8H8O3,152.04734,M+H,10524.63331,143.1976834,0,DTXSID8063096,DTXSID8063096,"Acetic,acid,,phenoxy,-,sodium,salt",,O=C([O-])COc1ccccc1,2-phenoxyacetate,C8H8O3,151.040068,exposurepred,,,,,,,1,1.249341538,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
714,153.05482-1173.5,6767,153.05482,1173.5,100,100,100,0,9230.33491,9342.356255,101.2136217,5707.184927,5666.810434,11818.93172,24165.27904,204.4624642,5638.680796,5543.524932,0.495022996,0.386602457,15071.03109,11143.93299,73.94273773,12810.73473,11134.21932,3,27979.27461,Multiple,153.05462,1.31,C8H8O3,152.04734,M+H,10524.63331,143.1976834,0,DTXSID9038686,DTXSID9038686,"2-Hydroxy-3-methylbenzoic,acid",,Cc1cccc(C(=O)O)c1O,2-hydroxy-3-methylbenzoic acid,C8H8O3,152.047344,exposurepred,,,,,,,1,6.663028153,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
715,153.06566-104.6,1101,153.06566,104.6,100,100,100,0,177471.8729,109392.2671,61.63921379,140508.1822,152815.4047,202570.6216,183843.2715,90.75514999,134451.0767,159566.8113,0.679181444,0.595030029,19764.31959,12054.35404,60.99048328,15256.22872,17468.15827,3,69677.41935,Multiple,153.065853,1.26,C7H8N2O2,152.05858,M+H,190021.2472,10.40111034,0,DTXSID1044437,DTXSID1044437,"3,5-Diaminobenzoic,acid",,Nc1cc(N)cc(C(=O)O)c1,"3,5-diaminobenzoic acid",C7H8N2O2,152.058577,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.099944217,5.533474744,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
716,153.06566-104.6,1572,153.06566,104.6,100,100,100,0,177471.8729,109392.2671,61.63921379,140508.1822,152815.4047,202570.6216,183843.2715,90.75514999,134451.0767,159566.8113,0.679181444,0.595030029,19764.31959,12054.35404,60.99048328,15256.22872,17468.15827,3,69677.41935,Multiple,153.065853,1.26,C7H8N2O2,152.05858,M+H,190021.2472,10.40111034,0,DTXSID2025632,DTXSID2025632,4-Methyl-2-nitroaniline,,Cc1ccc(N)c([N+](=O)[O-])c1,4-methyl-2-nitroaniline,C7H8N2O2,152.058577,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.107485,7.426816,5,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
717,153.06566-104.6,1573,153.06566,104.6,100,100,100,0,177471.8729,109392.2671,61.63921379,140508.1822,152815.4047,202570.6216,183843.2715,90.75514999,134451.0767,159566.8113,0.679181444,0.595030029,19764.31959,12054.35404,60.99048328,15256.22872,17468.15827,3,69677.41935,Multiple,153.065853,1.26,C7H8N2O2,152.05858,M+H,190021.2472,10.40111034,0,DTXSID2025634,DTXSID2025634,5-Methyl-2-nitroaniline,,Cc1ccc([N+](=O)[O-])c(N)c1,5-methyl-2-nitroaniline,C7H8N2O2,152.058577,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.204223894,3.507191604,5,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
718,153.06566-104.6,2096,153.06566,104.6,100,100,100,0,177471.8729,109392.2671,61.63921379,140508.1822,152815.4047,202570.6216,183843.2715,90.75514999,134451.0767,159566.8113,0.679181444,0.595030029,19764.31959,12054.35404,60.99048328,15256.22872,17468.15827,3,69677.41935,Multiple,153.065853,1.26,C7H8N2O2,152.05858,M+H,190021.2472,10.40111034,0,DTXSID3020708,DTXSID3020708,"4-Hydrazinobenzoic,acid",,NNc1ccc(C(=O)O)cc1,4-hydrazinylbenzoic acid,C7H8N2O2,152.058577,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-7.075285951,9.844237549,4,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
719,153.06566-104.6,2833,153.06566,104.6,100,100,100,0,177471.8729,109392.2671,61.63921379,140508.1822,152815.4047,202570.6216,183843.2715,90.75514999,134451.0767,159566.8113,0.679181444,0.595030029,19764.31959,12054.35404,60.99048328,15256.22872,17468.15827,3,69677.41935,Multiple,153.065853,1.26,C7H8N2O2,152.05858,M+H,190021.2472,10.40111034,0,DTXSID4020959,DTXSID4020959,2-Methyl-5-nitroaniline,?,Cc1ccc([N+](=O)[O-])cc1N,2-methyl-5-nitroaniline,C7H8N2O2,152.058577,"exposurepred, P4Up, VBtoxcast",,,,,,,1,0.408485527,,,,,,,,1,2,,1,-3.064964,4.657924,13,,,0,0,NA,0,NA,NA,NA,0,0,pos,1,
720,153.06566-104.6,5722,153.06566,104.6,100,100,100,0,177471.8729,109392.2671,61.63921379,140508.1822,152815.4047,202570.6216,183843.2715,90.75514999,134451.0767,159566.8113,0.679181444,0.595030029,19764.31959,12054.35404,60.99048328,15256.22872,17468.15827,3,69677.41935,Multiple,153.065853,1.26,C7H9ClN2O2,152.05858,M+H,190021.2472,10.40111034,0,DTXSID8020709,DTXSID8020709,"4-Hydrazinobenzoic,acid,hydrochloride",,NNc1ccc(C(=O)O)cc1,4-hydrazinylbenzoic acid,C7H9ClN2O2,152.058577,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.489020018,10.1684349,4,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
721,153.06573-99.4,1101,153.06573,99.4,100,100,100,0,183323.2557,110854.851,60.46960631,142421.2038,158200.6649,206936.6704,192029.5172,92.7962728,133944.6445,160670.2036,0.651638309,0.577280267,20613.52461,12577.53463,61.01593427,15885.36803,18187.81366,3,69677.41935,Multiple,153.065853,0.8,C7H8N2O2,152.05858,M+H,195129.9631,10.5639976,0,DTXSID1044437,DTXSID1044437,"3,5-Diaminobenzoic,acid",,Nc1cc(N)cc(C(=O)O)c1,"3,5-diaminobenzoic acid",C7H8N2O2,152.058577,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.099944217,5.533474744,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
722,153.06573-99.4,1572,153.06573,99.4,100,100,100,0,183323.2557,110854.851,60.46960631,142421.2038,158200.6649,206936.6704,192029.5172,92.7962728,133944.6445,160670.2036,0.651638309,0.577280267,20613.52461,12577.53463,61.01593427,15885.36803,18187.81366,3,69677.41935,Multiple,153.065853,0.8,C7H8N2O2,152.05858,M+H,195129.9631,10.5639976,0,DTXSID2025632,DTXSID2025632,4-Methyl-2-nitroaniline,,Cc1ccc(N)c([N+](=O)[O-])c1,4-methyl-2-nitroaniline,C7H8N2O2,152.058577,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.107485,7.426816,5,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
723,153.06573-99.4,1573,153.06573,99.4,100,100,100,0,183323.2557,110854.851,60.46960631,142421.2038,158200.6649,206936.6704,192029.5172,92.7962728,133944.6445,160670.2036,0.651638309,0.577280267,20613.52461,12577.53463,61.01593427,15885.36803,18187.81366,3,69677.41935,Multiple,153.065853,0.8,C7H8N2O2,152.05858,M+H,195129.9631,10.5639976,0,DTXSID2025634,DTXSID2025634,5-Methyl-2-nitroaniline,,Cc1ccc([N+](=O)[O-])c(N)c1,5-methyl-2-nitroaniline,C7H8N2O2,152.058577,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.204223894,3.507191604,5,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
724,153.06573-99.4,2096,153.06573,99.4,100,100,100,0,183323.2557,110854.851,60.46960631,142421.2038,158200.6649,206936.6704,192029.5172,92.7962728,133944.6445,160670.2036,0.651638309,0.577280267,20613.52461,12577.53463,61.01593427,15885.36803,18187.81366,3,69677.41935,Multiple,153.065853,0.8,C7H8N2O2,152.05858,M+H,195129.9631,10.5639976,0,DTXSID3020708,DTXSID3020708,"4-Hydrazinobenzoic,acid",,NNc1ccc(C(=O)O)cc1,4-hydrazinylbenzoic acid,C7H8N2O2,152.058577,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-7.075285951,9.844237549,4,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
725,153.06573-99.4,2833,153.06573,99.4,100,100,100,0,183323.2557,110854.851,60.46960631,142421.2038,158200.6649,206936.6704,192029.5172,92.7962728,133944.6445,160670.2036,0.651638309,0.577280267,20613.52461,12577.53463,61.01593427,15885.36803,18187.81366,3,69677.41935,Multiple,153.065853,0.8,C7H8N2O2,152.05858,M+H,195129.9631,10.5639976,0,DTXSID4020959,DTXSID4020959,2-Methyl-5-nitroaniline,?,Cc1ccc([N+](=O)[O-])cc1N,2-methyl-5-nitroaniline,C7H8N2O2,152.058577,"exposurepred, P4Up, VBtoxcast",,,,,,,1,0.408485527,,,,,,,,1,2,,1,-3.064964,4.657924,13,,,0,0,NA,0,NA,NA,NA,0,0,pos,1,
726,153.06573-99.4,5722,153.06573,99.4,100,100,100,0,183323.2557,110854.851,60.46960631,142421.2038,158200.6649,206936.6704,192029.5172,92.7962728,133944.6445,160670.2036,0.651638309,0.577280267,20613.52461,12577.53463,61.01593427,15885.36803,18187.81366,3,69677.41935,Multiple,153.065853,0.8,C7H9ClN2O2,152.05858,M+H,195129.9631,10.5639976,0,DTXSID8020709,DTXSID8020709,"4-Hydrazinobenzoic,acid,hydrochloride",,NNc1ccc(C(=O)O)cc1,4-hydrazinylbenzoic acid,C7H9ClN2O2,152.058577,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.489020018,10.1684349,4,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
727,153.09119-917.6,2236,153.09119,917.6,100,100,100,0,9804.385318,5620.254946,57.32388889,8694.744287,8430.65679,10813.59406,11546.80783,106.7804817,7796.299667,7491.045595,0.536838643,0.486736683,19957.49889,14640.00925,73.35593165,14261.4056,16691.16401,3,118248.1752,Multiple,153.091006,1.2,C9H12O2,152.08373,M+H,10308.98969,193.5931599,0,DTXSID3024869,DTXSID3024869,"Cumene,hydroperoxide",,CC(C)(OO)c1ccccc1,2-hydroperoxypropan-2-ylbenzene,C9H12O2,152.08373,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.724002,21.82146,3,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
728,153.09119-917.6,3855,153.09119,917.6,100,100,100,0,9804.385318,5620.254946,57.32388889,8694.744287,8430.65679,10813.59406,11546.80783,106.7804817,7796.299667,7491.045595,0.536838643,0.486736683,19957.49889,14640.00925,73.35593165,14261.4056,16691.16401,3,118248.1752,Multiple,153.091006,1.2,C9H12O2,152.08373,M+H,10308.98969,193.5931599,0,DTXSID5041431,DTXSID5041431,2-Isopropoxyphenol,,CC(C)Oc1ccccc1O,2-propan-2-yloxyphenol,C9H12O2,152.08373,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.935140818,4.239901887,4,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
729,153.09119-917.6,3861,153.09119,917.6,100,100,100,0,9804.385318,5620.254946,57.32388889,8694.744287,8430.65679,10813.59406,11546.80783,106.7804817,7796.299667,7491.045595,0.536838643,0.486736683,19957.49889,14640.00925,73.35593165,14261.4056,16691.16401,3,118248.1752,Multiple,153.091006,1.2,C9H12O2,152.08373,M+H,10308.98969,193.5931599,0,DTXSID5041518,DTXSID5041518,4-Methoxybenzeneethanol,,COc1ccc(CCO)cc1,2-(4-methoxyphenyl)ethanol,C9H12O2,152.08373,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.4737877,2.439646,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
730,153.09119-917.6,5607,153.09119,917.6,100,100,100,0,9804.385318,5620.254946,57.32388889,8694.744287,8430.65679,10813.59406,11546.80783,106.7804817,7796.299667,7491.045595,0.536838643,0.486736683,19957.49889,14640.00925,73.35593165,14261.4056,16691.16401,3,118248.1752,Multiple,153.091006,1.2,C9H12O2,152.08373,M+H,10308.98969,193.5931599,0,DTXSID7052446,DTXSID7052446,"2,3,5-Trimethylhydroquinone",,Cc1cc(O)c(C)c(C)c1O,"2,3,5-trimethylbenzene-1,4-diol",C9H12O2,152.08373,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.261542,6.734122,6,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
731,153.09119-917.6,6659,153.09119,917.6,100,100,100,0,9804.385318,5620.254946,57.32388889,8694.744287,8430.65679,10813.59406,11546.80783,106.7804817,7796.299667,7491.045595,0.536838643,0.486736683,19957.49889,14640.00925,73.35593165,14261.4056,16691.16401,3,118248.1752,Multiple,153.091006,1.2,C9H12O2,152.08373,M+H,10308.98969,193.5931599,0,DTXSID9027312,DTXSID9027312,1-Phenoxy-2-propanol,,CC(O)COc1ccccc1,1-phenoxypropan-2-ol,C9H12O2,152.08373,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.369736,7.236404,3,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
732,153.09124-920.4,5607,153.09124,920.4,100,98.75,100,1.25,9120.807561,6399.701975,70.1659577,7906.393519,7067.089728,10440.40602,12393.43779,118.7064733,7720.029857,NA,0.59108788,0.516378271,18212.0833,18042.24188,99.06742454,11547.02585,13424.31421,3,118248.1752,Multiple,153.091006,1.53,C9H12O2,152.08373,M+H,9780.606793,186.2060676,0,DTXSID7052446,DTXSID7052446,"2,3,5-Trimethylhydroquinone",,Cc1cc(O)c(C)c(C)c1O,"2,3,5-trimethylbenzene-1,4-diol",C9H12O2,152.08373,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.261542,6.734122,6,,,0,0,nurses1,0.269202074,0.161070201,1.671333818,0.09626803,1,0,pos,0,
733,153.09124-920.4,2236,153.09124,920.4,100,98.75,100,1.25,9120.807561,6399.701975,70.1659577,7906.393519,7067.089728,10440.40602,12393.43779,118.7064733,7720.029857,NA,0.59108788,0.516378271,18212.0833,18042.24188,99.06742454,11547.02585,13424.31421,3,118248.1752,Multiple,153.091006,1.53,C9H12O2,152.08373,M+H,9780.606793,186.2060676,0,DTXSID3024869,DTXSID3024869,"Cumene,hydroperoxide",,CC(C)(OO)c1ccccc1,2-hydroperoxypropan-2-ylbenzene,C9H12O2,152.08373,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.724002,21.82146,3,,,0,0,nurses1,0.269202074,0.161070201,1.671333818,0.09626803,1,0,pos,0,
734,153.09124-920.4,3861,153.09124,920.4,100,98.75,100,1.25,9120.807561,6399.701975,70.1659577,7906.393519,7067.089728,10440.40602,12393.43779,118.7064733,7720.029857,NA,0.59108788,0.516378271,18212.0833,18042.24188,99.06742454,11547.02585,13424.31421,3,118248.1752,Multiple,153.091006,1.53,C9H12O2,152.08373,M+H,9780.606793,186.2060676,0,DTXSID5041518,DTXSID5041518,4-Methoxybenzeneethanol,,COc1ccc(CCO)cc1,2-(4-methoxyphenyl)ethanol,C9H12O2,152.08373,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.4737877,2.439646,1,,,0,0,nurses1,0.269202074,0.161070201,1.671333818,0.09626803,1,0,pos,0,
735,153.09124-920.4,6659,153.09124,920.4,100,98.75,100,1.25,9120.807561,6399.701975,70.1659577,7906.393519,7067.089728,10440.40602,12393.43779,118.7064733,7720.029857,NA,0.59108788,0.516378271,18212.0833,18042.24188,99.06742454,11547.02585,13424.31421,3,118248.1752,Multiple,153.091006,1.53,C9H12O2,152.08373,M+H,9780.606793,186.2060676,0,DTXSID9027312,DTXSID9027312,1-Phenoxy-2-propanol,,CC(O)COc1ccccc1,1-phenoxypropan-2-ol,C9H12O2,152.08373,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.369736,7.236404,3,,,0,0,nurses1,0.269202074,0.161070201,1.671333818,0.09626803,1,0,pos,0,
736,153.09124-920.4,3855,153.09124,920.4,100,98.75,100,1.25,9120.807561,6399.701975,70.1659577,7906.393519,7067.089728,10440.40602,12393.43779,118.7064733,7720.029857,NA,0.59108788,0.516378271,18212.0833,18042.24188,99.06742454,11547.02585,13424.31421,3,118248.1752,Multiple,153.091006,1.53,C9H12O2,152.08373,M+H,9780.606793,186.2060676,0,DTXSID5041431,DTXSID5041431,2-Isopropoxyphenol,,CC(C)Oc1ccccc1O,2-propan-2-yloxyphenol,C9H12O2,152.08373,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.935140818,4.239901887,4,,,0,0,nurses1,0.269202074,0.161070201,1.671333818,0.09626803,1,0,pos,0,
737,155.07043-272.2,1985,155.07043,272.2,100,100,100,0,13487.12651,7528.973749,55.82340865,10411.7104,11481.8315,16848.45888,15111.58373,89.69119274,12121.94211,12232.67487,0.622395655,0.498225327,25077.23218,6290.356065,25.08393278,24712.04826,24385.99741,2,10,Unique,155.07027,1.03,C8H10O3,154.06299,M+H,15167.7927,165.3321131,0,DTXSID2052607,DTXSID2052607,"2,6-Dimethoxyphenol",,COc1cccc(OC)c1O,"2,6-dimethoxyphenol",C8H10O3,154.062994,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.8302499,2.808338,9,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
738,155.07048-242.8,1985,155.07048,242.8,100,100,100,0,17704.23424,20885.70457,117.9701098,16440.8458,13071.79605,14434.72586,10969.52604,75.99400324,12033.30297,10993.85242,1.552360775,1.903975112,20750.93938,7889.071279,38.01789949,24940.42768,18822.62372,2,10,Unique,155.07027,1.35,C8H10O3,154.06299,M+H,16069.48005,129.1326124,0,DTXSID2052607,DTXSID2052607,"2,6-Dimethoxyphenol",,COc1cccc(OC)c1O,"2,6-dimethoxyphenol",C8H10O3,154.062994,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.8302499,2.808338,9,,,0,0,nurses1,0.260460513,0.103125825,2.525657507,0.012347996,1,0,pos,0,
739,155.10684-303,6942,155.10684,303,100,100,100,0,103077.8526,68053.27782,66.02124131,82354.54311,88898.60362,120992.3745,139375.5565,115.1936699,82097.18645,84848.38808,0.573132546,0.48827269,127428.444,105914.5337,83.11686964,87194.8694,97733.6878,3,534.6534653,Unique,155.106656,1.19,C9H14O2,154.09938,M+H,112035.1136,113.7397374,0,DTXSID9047093,DTXSID9047093,"Methyl,2-octynoate",,CCCCCC#CC(=O)OC,methyl oct-2-ynoate,C9H14O2,154.09938,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.374314946,2.224340858,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
740,156.07663-122.2,2093,156.07663,122.2,100,100,100,0,65618.81598,32960.21705,50.22982595,57459.45277,59020.14234,62737.47496,25209.78055,40.18296969,58224.92994,57996.5234,1.250027719,1.307437682,330288.6189,222513.3491,67.36936616,289872.3501,237260.6257,3,11739.13043,Unique,156.076753,0.79,C6H10ClN3O2,155.06948,M+H,64178.14547,514.6434452,0,DTXSID3020700,DTXSID3020700,"L-Histidine,hydrochloride",,N[C@@H](Cc1cnc[nH]1)C(=O)O,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,C6H10ClN3O2,155.069477,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-3.381412988,2.071696264,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
741,156.10183-112.3,2167,156.10183,112.3,100,100,100,0,52002.60738,26937.53653,51.8003575,46864.28962,46966.57005,47995.76521,16771.20258,34.94308822,47964.059,45305.48464,1.482420706,1.606177995,325224.1899,212282.6076,65.27269934,275611.9783,237522.6168,3,39130.43478,Unique,156.101905,0.48,C8H13NO2,155.09463,M+H,49999.18629,650.4589654,0,DTXSID3022617,DTXSID3022617,Arecoline,,COC(=O)C1=CCCN(C)C1,"methyl 1-methyl-3,6-dihydro-2H-pyridine-5-carboxylate",C8H13NO2,155.094629,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.234328727,2.145637174,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
742,156.10185-116.1,2167,156.10185,116.1,100,100,100,0,44576.81129,25088.609,56.28174891,39748.15522,39549.4028,39195.68108,15507.80125,39.56507661,37338.68035,36548.05893,1.422510803,1.617805684,298034.9337,201755.9663,67.69540864,277590.906,196848.9971,3,39130.43478,Unique,156.101905,0.35,C8H13NO2,155.09463,M+H,41886.24619,711.5341213,0,DTXSID3022617,DTXSID3022617,Arecoline,,COC(=O)C1=CCCN(C)C1,"methyl 1-methyl-3,6-dihydro-2H-pyridine-5-carboxylate",C8H13NO2,155.094629,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.234328727,2.145637174,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
743,156.13869-311.8,3163,156.13869,311.8,100,100,100,0,64776.91164,103302.1349,159.4736956,37629.94685,40606.57337,96297.14872,201928.9707,209.6936134,36927.85874,45035.36212,0.76050812,0.511576593,45068.15312,8088.239616,17.94668531,45002.35005,44353.68801,3,23365.38462,Unique,156.13829,2.56,C9H17NO,155.13101,M+H,80537.03018,55.95954186,0,DTXSID4041527,DTXSID4041527,"2,2,6,6-Tetramethyl-4-piperidone",,CC1(C)CC(=O)CC(C)(C)N1,"2,2,6,6-tetramethylpiperidin-4-one",C9H17NO,155.131014,"exposurepred, VBtoxcast",,,,,,,1,8.517340821,,,,,,,,,,,1,-2.524393,2.746166,2,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
744,157.08564-116.1,6157,157.08564,116.1,100,100,100,0,10859.69424,4253.420929,39.16704133,9698.694582,10158.17933,9710.773976,3639.398694,37.47794669,9513.752016,9103.211124,1.045069028,1.168715298,19990.29746,16048.20466,80.27996932,14930.08187,15489.44358,3,540,Unique,157.08592,1.78,C8H12O3,156.07864,M+H,10285.23411,194.3591877,0,DTXSID8044884,DTXSID8044884,"Tetrahydrofurfuryl,acrylate",,C=CC(=O)OCC1CCCO1,oxolan-2-ylmethyl prop-2-enoate,C8H12O3,156.078644,exposurepred,,,,,,,1,0.296670148,,,,,,,,,,,,,,,,,0,0,nurses1,0.149023903,0.073531393,2.026670482,0.044064919,1,0,pos,0,
745,158.11765-240.1,6665,158.11765,240.1,100,100,100,0,42477.43847,28043.8682,66.02061992,32797.87974,36553.52176,55986.94307,71380.2869,127.4945246,32394.802,39206.30495,0.517831022,0.392879735,56702.56029,42192.37411,74.40999823,40228.51631,47311.17401,3,43783.78378,Unique,158.117555,0.6,C8H15NO2,157.11028,M+H,49232.19077,115.1737499,0,DTXSID9027443,DTXSID9027443,N-(Butoxymethyl)acrylamide,,C=CC(=O)NCOCCCC,N-(butoxymethyl)prop-2-enamide,C8H15NO2,157.110279,"exposurepred, VBtoxcast",,,,,,,1,0.102568356,,,,,,,,,,,1,-1.831859834,4.068556551,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
746,159.06521-302.3,4903,159.06521,302.3,81.66666667,63.75,100,17.91666667,10418.45442,30011.68967,288.0627822,2820.972219,NA,12752.12305,34780.23338,272.7407291,2030.287039,NA,1.056178089,0.862895006,13143.20481,7353.179351,55.94662379,15105.12271,10323.24147,2,10,Unique,159.065185,0.16,C7H10O4,158.05791,M+H,11585.28874,113.4473651,1,DTXSID6061284,DTXSID6061284,"2-Butenedioic,acid,(2Z),-,mono(1-methylethyl),ester",,CC(C)OC(=O)C=CC(=O)O,4-oxo-4-propan-2-yloxybut-2-enoic acid,C7H10O4,158.057909,exposurepred,,,,,,,1,0.631481005,,,,,,,,,,,,,,,,,0,0,nurses1,1.725402797,0.657692122,2.623420196,0.009397337,1,0,pos,0,
747,159.06525-188.7,4903,159.06525,188.7,100,100,75,0,14634.55644,5166.083128,35.30057879,14346.72936,13499.97952,13761.15416,4437.402624,32.24586087,14139.30401,12870.81099,1.094732094,1.164213295,3702.357632,3911.890198,105.6594361,2764.554978,NA,2,10,Unique,159.065185,0.41,C7H10O4,158.05791,M+H,14197.8553,26.0768796,0,DTXSID6061284,DTXSID6061284,"2-Butenedioic,acid,(2Z),-,mono(1-methylethyl),ester",,CC(C)OC(=O)C=CC(=O)O,4-oxo-4-propan-2-yloxybut-2-enoic acid,C7H10O4,158.057909,exposurepred,,,,,,,1,0.631481005,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
748,159.11698-512.9,6947,159.11698,512.9,100,100,100,0,24197.25966,106399.397,439.7167221,6560.932324,6179.077633,43312.40045,155091.8449,358.0772325,4859.97916,6348.371168,1.227994081,0.686041211,4404.174839,2721.943911,61.80372057,5148.414718,3213.73796,3,25714.28571,Unique,159.116826,0.97,C12H14,158.10955,M+H,33754.83006,13.04753966,0,DTXSID9047176,DTXSID9047176,4-Phenyl-1-cyclohexene,,C1=CCC(c2ccccc2)CC1,cyclohex-3-en-1-ylbenzene,C12H14,158.10955,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.949591495,4.070735356,4,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
749,160.07569-122.2,2580,160.07569,122.2,100,100,66.66666667,0,146108.112,106921.4349,73.17967051,127950.6429,110336.7284,156586.2417,113652.8311,72.58162016,128178.52,115845.5499,1.008239694,0.940772296,353.3883565,436.5069705,123.5204733,210.584685,NA,3,53465.34653,Multiple,160.07569,0,C10H9NO,159.06841,M+H,151347.1768,0.233495176,0,DTXSID3046401,DTXSID3046401,Tiliquinol,,Cc1ccc(O)c2ncccc12,5-methylquinolin-8-ol,C10H9NO,159.068414,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.700822181,5.659456825,13,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
750,160.07569-122.2,6674,160.07569,122.2,100,100,66.66666667,0,146108.112,106921.4349,73.17967051,127950.6429,110336.7284,156586.2417,113652.8311,72.58162016,128178.52,115845.5499,1.008239694,0.940772296,353.3883565,436.5069705,123.5204733,210.584685,NA,3,53465.34653,Multiple,160.07569,0,C10H9NO,159.06841,M+H,151347.1768,0.233495176,0,DTXSID90276858,DTXSID90276858,"5-methyl-4-phenyl-1,3-oxazole",??,Cc1ocnc1-c1ccccc1,"5-methyl-4-phenyl-1,3-oxazole",C10H9NO,159.068414,exposurepred,,,,,,,1,0.476115051,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
