,X1,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,CV_N.CV_OW,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,name_cleaned.x,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DB_name,DTXSID,name_original,select.for.fragmentation,SMILES_cleaned,name_cleaned.y,formula_cleaned,Molweight_cleaned,parent_id,MONOISOTOPIC_MASS,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,DF_high_N,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,cvNvOW,sd_avg_N,sdN_GE_sdavg,Drug_UCSF_cond,ERactive_AUC_cond,of_interest_all,of_int_sd,of_interest_sum,of_interest_cat
627,2284,345.23994-789.5,6571,345.23994,789.5,100,100,91.66666667,0,40336.54172,26973.96769,66.87228637,31866.41295,33131.50653,29410.44555,22630.73853,76.9479622,25966.42918,20261.25716,941.7574875,658.672644,69.94079185,916.459542,NA,0.869058575,3,55958.54922,Multiple,345.2424209,7.19,Testosteronepropionate,C22H32O3,344.23514,M+H,34873.49364,2.700496536,DTXSID9036515,DTXSID9036515,"Testosterone,propionate",3,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] propanoate",C22H32O3,344.2351449,,344.2351449,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.392,NA,NA,NA,NA,NA,1,-5.923300622,28.50797001,33,NA,NA,0,NA,0,nurses1,0.740747595,0.137451184,5.389168529,2.04E-07,1,0,pos,0.86905857488712,118810.628730266,0,0,1,1,0,1,1
630,2287,345.24045-783.7,6571,345.24045,783.7,100,100,91.66666667,0,22312.73196,13482.3555,60.42449455,18731.45345,18878.51938,15549.10162,10225.24725,65.76101628,15589.74168,10550.33859,904.8521536,651.586414,72.01026283,818.033642,NA,0.918849768,3,55958.54922,Multiple,345.2424209,5.71,Testosteronepropionate,C22H32O3,344.23514,M+H,18930.91679,4.77975876,DTXSID9036515,DTXSID9036515,"Testosterone,propionate",3,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] propanoate",C22H32O3,344.2351449,,344.2351449,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.392,NA,NA,NA,NA,NA,1,-5.923300622,28.50797001,33,NA,NA,0,NA,0,nurses1,0.859331597,0.164537159,5.222720509,4.52E-07,1,0,pos,0.918849767964687,118810.628730266,0,0,1,1,0,1,1
641,2335,355.17312-439.3,6113,355.17312,439.3,98.33333333,96.25,25,2.083333333,5962.033004,6535.102504,109.6119813,4516.225483,NA,5397.493034,7907.711114,146.5071111,2947.898549,NA,93.90642774,198.6340865,211.5234189,0,NA,0.748168335,1,9,Multiple,355.1724438,1.9,VALGANCICLOVIR,C14H22N6O5,354.16517,M+H,5679.763019,1.65335116,DTXSID8048288,DTXSID8048288,VALGANCICLOVIR,1,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,[2-[(2-amino-6-oxo-1H-purin-9-yl)methoxy]-3-hydroxypropyl] (2S)-2-amino-3-methylbutanoate,C14H22N6O5,354.1651678,,354.1651678,Drug,1,1,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.695730608,0.332641062,2.091535552,0.037781875,1,0,pos,0.74816833447206,118810.628730266,0,1,NA,1,0,1,1
652,2354,357.24046-946.6,1634,357.24046,946.6,88.33333333,72.5,0,15.83333333,129816.3502,226344.0626,174.3571301,16347.04882,NA,54747.48223,85346.41155,155.8910256,11343.85951,NA,0,0,NA,0,NA,1.118455212,3,35761.5894,Multiple,357.2424209,5.49,26-Di-tert-butyl-4-methoxy(4-methoxyphenyl)methylphenol,C23H32O3,356.23514,M+H,92281.91621,0,DTXSID20319580,DTXSID20319580,"2,6-Di-tert-butyl-4-[methoxy(4-methoxyphenyl)methyl]phenol",2,COc1ccc(C(OC)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1,"2,6-ditert-butyl-4-[methoxy-(4-methoxyphenyl)methyl]phenol",C23H32O3,356.2351449,,356.2351449,exposurepred,,NA,NA,NA,NA,NA,1,0.566582685,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,nurses1,2.364145916,0.57381859,4.120023221,5.61E-05,1,0,pos,1.11845521208759,118810.628730266,1,0,NA,0,1,1,1
655,2357,357.24093-941.5,1634,357.24093,941.5,88.33333333,72.5,0,15.83333333,115304.0673,192775.4965,167.1888087,14612.95725,NA,55709.35046,92452.43576,165.9549698,11201.55008,NA,0,0,NA,0,NA,1.007434781,3,35761.5894,Multiple,357.2424209,4.17,26-Di-tert-butyl-4-methoxy(4-methoxyphenyl)methylphenol,C23H32O3,356.23514,M+H,85506.70889,0,DTXSID20319580,DTXSID20319580,"2,6-Di-tert-butyl-4-[methoxy(4-methoxyphenyl)methyl]phenol",2,COc1ccc(C(OC)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1,"2,6-ditert-butyl-4-[methoxy-(4-methoxyphenyl)methyl]phenol",C23H32O3,356.2351449,,356.2351449,exposurepred,,NA,NA,NA,NA,NA,1,0.566582685,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,nurses1,2.315525864,0.573619271,4.036694688,7.8E-05,1,0,pos,1.00743478126318,118810.628730266,1,0,NA,0,1,1,1
658,2368,358.19972-567.4,5662,358.19972,567.4,77.5,50,16.66666667,27.5,899.1128633,908.3852108,101.0312774,659.6932718,NA,320.2916983,526.2167804,164.2929814,51.32697921,NA,17.81154659,41.62458061,233.6943645,0,NA,0.614945791,2,10,Unique,358.2012843,4.37,NALBUPHINE,C21H27NO4,357.19401,M+H,609.7022808,2.921351478,DTXSID8023345,DTXSID8023345,NALBUPHINE,1,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,"(4R,4aS,7S,7aR,12bS)-3-(cyclobutylmethyl)-1,2,4,5,6,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,7,9-triol",C21H27NO4,357.1940083,,357.1940084,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,nurses1,3.097600015,0.615633875,5.031562003,1.11E-06,1,0,pos,0.614945790983132,118810.628730266,0,1,NA,1,0,1,1
669,2403,363.21688-452.4,4843,363.21688,452.4,100,100,100,0,134149.3114,72862.58953,54.31454604,130912.8704,114318.6015,104196.1769,69854.96487,67.04177346,90219.65803,89120.30381,2916.488583,3256.386548,111.6543561,1622.070005,1752.981291,0.810159744,3,50943.39623,Unique,363.2166001,0.77,Hydrocortisone,C21H30O5,362.20932,M+H,119172.7442,2.447278195,DTXSID7020714,DTXSID7020714,Hydrocortisone,NA,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",C21H30O5,362.2093241,,362.2093241,"VBtoxcast, Drug",1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.05503412,47.39441287,10,NA,NA,0,NA,0,nurses1,0.347907269,0.088996523,3.909223178,0.000127909,1,0,pos,0.810159744243735,118810.628730266,0,1,NA,1,0,1,1
685,2450,375.21418-602.4,4960,375.21418,602.4,100,100,91.66666667,0,18624.79789,13691.23028,73.51075893,14752.26081,14596.37336,10359.82344,8489.296815,81.944416,8658.691741,6158.403441,2265.098901,3368.434288,148.7102522,512.5416716,NA,0.897080759,3,910.1123596,Multiple,375.2166001,6.45,Methylprednisolone,C22H30O5,374.20932,M+H,14492.31066,15.62966012,DTXSID7023300,DTXSID7023300,Methylprednisolone,1,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,"(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",C22H30O5,374.2093241,,374.2093241,"VBtoxcast, Drug",1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.779354,43.4734,15,NA,NA,0,NA,0,nurses1,1.276801543,0.192949733,6.617275515,3.48E-10,1,0,pos,0.897080759352779,118810.628730266,0,1,NA,1,0,1,1
686,2451,375.21418-607.4,4960,375.21418,607.4,100,100,91.66666667,0,16970.31941,12838.98479,75.65552824,13485.53868,13133.9026,9315.649993,7897.967254,84.78170884,7710.665185,5023.759279,2025.998055,2999.250871,148.038191,443.7605006,NA,0.892356727,3,910.1123596,Multiple,375.2166001,6.45,Methylprednisolone,C22H30O5,374.20932,M+H,13142.9847,15.41505298,DTXSID7023300,DTXSID7023300,Methylprednisolone,1,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,"(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",C22H30O5,374.2093241,,374.2093241,"VBtoxcast, Drug",1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.779354,43.4734,15,NA,NA,0,NA,0,nurses1,1.416637693,0.213260006,6.642772463,3.02E-10,1,0,pos,0.892356727354683,118810.628730266,0,1,NA,1,0,1,1
687,2452,375.21425-609.7,4960,375.21425,609.7,100,100,100,0,35575.17551,22012.98598,61.87737843,31014.04692,29024.17998,20955.17714,16224.62067,77.42535677,19192.6613,13278.34352,6455.924968,8232.200323,127.5138785,2151.436415,3101.223519,0.799187514,3,910.1123596,Unique,375.2166001,6.26,Methylprednisolone,C22H30O5,374.20932,M+H,28265.17633,22.84056145,DTXSID7023300,DTXSID7023300,Methylprednisolone,1,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,"(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",C22H30O5,374.2093241,,374.2093241,"VBtoxcast, Drug",1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.779354,43.4734,15,NA,NA,0,NA,0,nurses1,1.157309282,0.17058967,6.784169788,1.38E-10,1,0,pos,0.799187514418734,118810.628730266,0,1,NA,1,0,1,1
704,2479,385.23454-608.2,6595,385.23454,608.2,90.83333333,86.25,66.66666667,4.583333333,7564.795148,8862.685957,117.1569855,4056.676399,NA,4982.573562,7201.758238,144.5389245,2438.40029,NA,762.17636,864.1678515,113.3816131,586.3239341,NA,0.810556644,3,37762.23776,Multiple,385.2373355,7.26,Megestrolacetate,C24H32O4,384.23006,M+H,6273.684355,12.14878398,DTXSID9040683,DTXSID9040683,"Megestrol,acetate",3,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[(8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate",C24H32O4,384.2300595,,384.2300595,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.393169412,9.501254932,15,NA,NA,0,1,0,nurses1,1.07608561,0.475090751,2.265010646,0.024617323,1,0,pos,0.810556643515083,118810.628730266,0,0,NA,1,0,1,1
706,2481,385.23454-608.2,2751,385.23454,608.2,90.83333333,86.25,66.66666667,4.583333333,7564.795148,8862.685957,117.1569855,4056.676399,NA,4982.573562,7201.758238,144.5389245,2438.40029,NA,762.17636,864.1678515,113.3816131,586.3239341,NA,0.810556644,3,37762.23776,Multiple,385.2373355,7.26,Ethynodioldiacetate,C24H32O4,384.23006,M+H,6273.684355,12.14878398,DTXSID4020614,DTXSID4020614,"Ethynodiol,diacetate",3,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,"[(3S,8R,9S,10R,13S,14S,17R)-17-acetyloxy-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",C24H32O4,384.2300595,,384.2300595,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.858694829,11.00663709,18,NA,NA,0,1,0,nurses1,1.07608561,0.475090751,2.265010646,0.024617323,1,0,pos,0.810556643515083,118810.628730266,0,0,NA,1,0,1,1
709,2484,385.23464-612.5,6595,385.23464,612.5,94.16666667,86.25,50,7.916666667,7790.779902,8567.246763,109.9664844,4734.756346,NA,5281.621321,7007.000302,132.667601,3104.119831,NA,509.2629681,582.7939359,114.4387031,315.35089,NA,0.82888726,3,37762.23776,Multiple,385.2373355,7,Megestrolacetate,C24H32O4,384.23006,M+H,6536.200612,7.791421934,DTXSID9040683,DTXSID9040683,"Megestrol,acetate",3,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[(8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate",C24H32O4,384.2300595,,384.2300595,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.393169412,9.501254932,15,NA,NA,0,1,0,nurses1,1.284897142,0.452001887,2.842680927,0.004952344,1,0,pos,0.828887260876904,118810.628730266,0,0,NA,1,0,1,1
710,2485,385.23464-612.5,2751,385.23464,612.5,94.16666667,86.25,50,7.916666667,7790.779902,8567.246763,109.9664844,4734.756346,NA,5281.621321,7007.000302,132.667601,3104.119831,NA,509.2629681,582.7939359,114.4387031,315.35089,NA,0.82888726,3,37762.23776,Multiple,385.2373355,7,Ethynodioldiacetate,C24H32O4,384.23006,M+H,6536.200612,7.791421934,DTXSID4020614,DTXSID4020614,"Ethynodiol,diacetate",3,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,"[(3S,8R,9S,10R,13S,14S,17R)-17-acetyloxy-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",C24H32O4,384.2300595,,384.2300595,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.858694829,11.00663709,18,NA,NA,0,1,0,nurses1,1.284897142,0.452001887,2.842680927,0.004952344,1,0,pos,0.828887260876904,118810.628730266,0,0,NA,1,0,1,1
716,2497,387.25263-489.2,185,387.25263,489.2,100,100,83.33333333,0,7867.024984,7382.345868,93.83910542,6153.076663,6107.351799,9430.86729,5750.662518,60.97702725,8243.122278,7650.142389,1438.94264,1092.474966,75.92206495,1359.03499,NA,1.538925554,3,65675.67568,Unique,387.2529856,0.92,Medroxyprogesteroneacetate,C24H34O4,386.24571,M+H,8648.946137,16.637202,DTXSID0025527,DTXSID0025527,"Medroxyprogesterone,acetate",3,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[(6S,8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate",C24H34O4,386.2457096,,386.2457096,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.010825,125.7921,42,NA,NA,0,1,0,nurses1,-0.347334376,0.137078833,-2.533829382,0.012072932,0,0,pos,1.53892555363955,118810.628730266,0,0,NA,1,0,1,1
717,2498,387.25287-494,185,387.25287,494,100,100,83.33333333,0,7031.517869,7581.987532,107.8286036,5286.659897,4998.320649,8307.028555,5626.427676,67.73092975,7460.166641,6145.803754,1956.589725,1472.740114,75.27076808,1909.302528,NA,1.592014225,3,65675.67568,Unique,387.2529856,0.3,Medroxyprogesteroneacetate,C24H34O4,386.24571,M+H,7669.273212,25.51206184,DTXSID0025527,DTXSID0025527,"Medroxyprogesterone,acetate",3,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[(6S,8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate",C24H34O4,386.2457096,,386.2457096,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.010825,125.7921,42,NA,NA,0,1,0,nurses1,-0.356866146,0.140684615,-2.536639456,0.011979618,0,0,pos,1.59201422449099,118810.628730266,0,0,NA,1,0,1,1
718,2504,388.22958-84.5,2358,388.22958,84.5,70,61.25,0,8.75,2371.914551,3059.940483,129.0071972,1111.302696,NA,2164.76235,3770.109302,174.158115,396.2951064,NA,0,0,NA,0,NA,0.740747551,2,10,Multiple,388.2271052,6.37,4-Hydroxytamoxifen,C26H29NO2,387.21983,M+H,2268.33845,0,DTXSID3037094,DTXSID3037094,4-Hydroxytamoxifen,3,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4-[1-[4-[2-(dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol,C26H29NO2,387.2198292,,387.2198292,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.0118,NA,NA,NA,NA,NA,1,-6.672126,20.35235,70,NA,NA,0,NA,0,nurses1,1.217885296,0.728142853,1.672591155,0.096019699,1,0,pos,0.74074755115488,118810.628730266,0,0,1,1,0,1,1
722,2511,389.16282-539,2836,389.16282,539,100,92.5,41.66666667,7.5,128047.1462,432373.7829,337.6676449,6242.931924,7664.638051,4817.330289,5066.776673,105.1781042,4369.008742,NA,781.3446487,1378.195224,176.3876192,0,NA,3.21043669,3,75000,Multiple,389.1626463,0.45,CETIRIZINE,C21H25ClN2O3,388.15537,M+H,66432.23824,1.176152828,DTXSID4022787,DTXSID4022787,CETIRIZINE,1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid,C21H25ClN2O3,388.1553703,,388.1553704,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,2.413593875,0.375218274,6.432506201,9.57E-10,1,0,pos,3.2104366918224,118810.628730266,1,1,NA,1,0,1,1
724,2513,391.19179-639.1,129,391.19179,639.1,95,75,8.333333333,20,14057.57808,17748.47279,126.255552,5899.805751,NA,6644.699399,8991.14254,135.3130067,2030.488793,NA,26.96469562,93.40844566,346.4101615,0,NA,0.933062941,3,45505.61798,Unique,391.1935525,4.51,MECLIZINE,C25H27ClN2,390.18628,M+H,10351.13874,0.260499799,DTXSID0023242,DTXSID0023242,MECLIZINE,1,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,C25H27ClN2,390.1862765,,390.1862766,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,nurses1,2.855700461,0.43722153,6.53147264,5.58E-10,1,0,pos,0.933062941095669,118810.628730266,0,1,NA,1,0,1,1
725,2514,391.19291-635.5,129,391.19291,635.5,90.83333333,75,8.333333333,15.83333333,8880.489829,11063.2944,124.5797767,3866.65321,NA,4148.882988,5648.124758,136.1360341,1246.608771,NA,18.64556787,64.59014178,346.4101615,0,NA,0.915112428,3,45505.61798,Unique,391.1935525,1.64,MECLIZINE,C25H27ClN2,390.18628,M+H,6514.686409,0.286208218,DTXSID0023242,DTXSID0023242,MECLIZINE,1,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,C25H27ClN2,390.1862765,,390.1862766,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,nurses1,2.578000507,0.448714962,5.745296517,3.51E-08,1,0,pos,0.915112427973984,118810.628730266,0,1,NA,1,0,1,1
726,2515,391.19302-631.3,129,391.19302,631.3,93.33333333,73.75,8.333333333,19.58333333,8175.033238,10706.18651,130.9619937,3392.574579,NA,3711.979063,5350.883756,144.1517763,792.7741788,NA,26.96620397,93.41367073,346.4101615,0,NA,0.908500728,3,45505.61798,Unique,391.1935525,1.36,MECLIZINE,C25H27ClN2,390.18628,M+H,5943.506151,0.453708691,DTXSID0023242,DTXSID0023242,MECLIZINE,1,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,C25H27ClN2,390.1862765,,390.1862766,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,nurses1,2.847774604,0.447931353,6.357613923,1.43E-09,1,0,pos,0.908500727923392,118810.628730266,0,1,NA,1,0,1,1
731,2529,393.20909-263.2,2033,393.20909,263.2,100,100,100,0,154917.6267,586321.673,378.4731831,10330.94996,15446.47629,220588.7671,1247625.591,565.5889042,14105.27252,16409.8561,4411.553574,3202.97139,72.60415943,3576.603544,3547.17458,0.669166563,3,54362.41611,Multiple,393.2071782,4.86,Dexamethasone,C22H29FO5,392.1999,M+H,187753.1969,2.349655636,DTXSID3020384,DTXSID3020384,Dexamethasone,2,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,"(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",C22H29FO5,392.1999022,,392.1999022,"VBtoxcast, Drug",1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.493456259,19.66768793,11,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,pos,0.669166563009812,118810.628730266,1,1,NA,1,0,1,1
736,2545,397.23519-780.2,3967,397.23519,780.2,92.5,82.5,25,10,315428.8091,473094.7768,149.9846441,51503.4588,NA,168704.4155,325013.6452,192.65272,28921.36349,NA,2498.018383,5801.628336,232.249225,0,NA,0.778523367,3,41221.37405,Multiple,397.2373355,5.4,Melengestrolacetate,C25H32O4,396.23006,M+H,242066.6123,1.031954948,DTXSID5048184,DTXSID5048184,"Melengestrol,acetate",3,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,"[(8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-16-methylidene-3-oxo-1,2,8,9,11,12,14,15-octahydrocyclopenta[a]phenanthren-17-yl] acetate",C25H32O4,396.2300595,,396.2300595,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.155,NA,NA,NA,NA,NA,1,-4.449252989,14.30648649,30,NA,NA,0,NA,1,nurses1,1.751237174,0.438222467,3.996228637,9.14E-05,1,0,pos,0.778523366293505,118810.628730266,1,0,1,1,0,1,1
737,2546,397.23568-783,3967,397.23568,783,92.5,81.25,25,11.25,345703.8933,499119.126,144.377641,60740.34231,NA,187122.2495,347271.8727,185.5855589,36833.35474,NA,1675.693497,3882.83477,231.7150945,0,NA,0.777957303,3,41221.37405,Multiple,397.2373355,4.17,Melengestrolacetate,C25H32O4,396.23006,M+H,266413.0714,0.628983213,DTXSID5048184,DTXSID5048184,"Melengestrol,acetate",3,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,"[(8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-16-methylidene-3-oxo-1,2,8,9,11,12,14,15-octahydrocyclopenta[a]phenanthren-17-yl] acetate",C25H32O4,396.2300595,,396.2300595,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.155,NA,NA,NA,NA,NA,1,-4.449252989,14.30648649,30,NA,NA,0,NA,1,nurses1,1.853994835,0.448533808,4.133456163,5.31E-05,1,0,pos,0.777957303659579,118810.628730266,1,0,1,1,0,1,1
