"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","name_cleaned.x","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","name_original","SMILES_cleaned","name_cleaned.y","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"870","183.10157-227.6",605,183.10157,227.6,100,100,100,0,20092.8298254383,5028.04678327944,25.0240848450015,19792.5651689288,19443.8185586199,19645.0679004869,6605.6850925542,33.6251578564943,19614.7450520624,18116.0619887877,13203.1701068921,3382.42875710119,25.6183077981821,12955.7038828152,12839.1341115333,2,496.932515337424,"Multiple",183.1015703,0,"Diethyleneglycolmonophenylether","C10H14O3","182.09429","M+H",19868.9488629626,66.4512763002976,"DTXSID0051528","DTXSID0051528","Diethylene,glycol,monophenyl,ether","OCCOCCOc1ccccc1","2-(2-phenoxyethoxy)ethanol","C10H14O3",182.0942943,"","182.0942943","exposurepred","",NA,NA,NA,NA,NA,1,0.920106305,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",0.10623516920527,0.0636376770046273,1.66937534815335,0.0966558702611325,"1","0","pos"
"871","183.10157-227.6",6227,183.10157,227.6,100,100,100,0,20092.8298254383,5028.04678327944,25.0240848450015,19792.5651689288,19443.8185586199,19645.0679004869,6605.6850925542,33.6251578564943,19614.7450520624,18116.0619887877,13203.1701068921,3382.42875710119,25.6183077981821,12955.7038828152,12839.1341115333,2,496.932515337424,"Multiple",183.1015703,0,"Pentanoicacid2-furanylmethylester","C10H14O3","182.09429","M+H",19868.9488629626,66.4512763002976,"DTXSID8067993","DTXSID8067993","Pentanoic,acid,,2-furanylmethyl,ester","CCCCC(=O)OCc1ccco1","furan-2-ylmethyl pentanoate","C10H14O3",182.0942943,"","182.0942943","exposurepred","",NA,NA,NA,NA,NA,1,2.982430123,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",0.10623516920527,0.0636376770046273,1.66937534815335,0.0966558702611325,"1","0","pos"
"872","183.10157-227.6",5825,183.10157,227.6,100,100,100,0,20092.8298254383,5028.04678327944,25.0240848450015,19792.5651689288,19443.8185586199,19645.0679004869,6605.6850925542,33.6251578564943,19614.7450520624,18116.0619887877,13203.1701068921,3382.42875710119,25.6183077981821,12955.7038828152,12839.1341115333,2,496.932515337424,"Multiple",183.1015703,0,"33-Dimethyl-2-oxobicyclo221heptane-1-carboxylicacid","C10H14O3","182.09429","M+H",19868.9488629626,66.4512763002976,"DTXSID80304715","DTXSID80304715","3,3-Dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic,acid","CC1(C)C(=O)C2(C(=O)O)CCC1C2","3,3-dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic acid","C10H14O3",182.0942943,"","182.0942943","exposurepred","",NA,NA,NA,NA,NA,1,0.458754822,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",0.10623516920527,0.0636376770046273,1.66937534815335,0.0966558702611325,"1","0","pos"
"873","183.1017-230.7",605,183.1017,230.7,100,100,100,0,21945.0277664689,5585.99377260753,25.4544848703391,20686.0853933183,21291.8681492277,23405.193537859,10574.1086264745,45.178471219947,21753.3219936537,20883.7340953939,16277.2587788541,5891.00472879863,36.1916266665961,13724.8183032701,15519.3415713457,2,496.932515337424,"Multiple",183.1015703,0.71,"Diethyleneglycolmonophenylether","C10H14O3","182.09429","M+H",22675.110652164,71.7846939251903,"DTXSID0051528","DTXSID0051528","Diethylene,glycol,monophenyl,ether","OCCOCCOc1ccccc1","2-(2-phenoxyethoxy)ethanol","C10H14O3",182.0942943,"","182.0942943","exposurepred","",NA,NA,NA,NA,NA,1,0.920106305,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"874","183.1017-230.7",5825,183.1017,230.7,100,100,100,0,21945.0277664689,5585.99377260753,25.4544848703391,20686.0853933183,21291.8681492277,23405.193537859,10574.1086264745,45.178471219947,21753.3219936537,20883.7340953939,16277.2587788541,5891.00472879863,36.1916266665961,13724.8183032701,15519.3415713457,2,496.932515337424,"Multiple",183.1015703,0.71,"33-Dimethyl-2-oxobicyclo221heptane-1-carboxylicacid","C10H14O3","182.09429","M+H",22675.110652164,71.7846939251903,"DTXSID80304715","DTXSID80304715","3,3-Dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic,acid","CC1(C)C(=O)C2(C(=O)O)CCC1C2","3,3-dimethyl-2-oxobicyclo[2.2.1]heptane-1-carboxylic acid","C10H14O3",182.0942943,"","182.0942943","exposurepred","",NA,NA,NA,NA,NA,1,0.458754822,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"875","183.1017-230.7",6227,183.1017,230.7,100,100,100,0,21945.0277664689,5585.99377260753,25.4544848703391,20686.0853933183,21291.8681492277,23405.193537859,10574.1086264745,45.178471219947,21753.3219936537,20883.7340953939,16277.2587788541,5891.00472879863,36.1916266665961,13724.8183032701,15519.3415713457,2,496.932515337424,"Multiple",183.1015703,0.71,"Pentanoicacid2-furanylmethylester","C10H14O3","182.09429","M+H",22675.110652164,71.7846939251903,"DTXSID8067993","DTXSID8067993","Pentanoic,acid,,2-furanylmethyl,ester","CCCCC(=O)OCc1ccco1","furan-2-ylmethyl pentanoate","C10H14O3",182.0942943,"","182.0942943","exposurepred","",NA,NA,NA,NA,NA,1,2.982430123,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"876","183.11706-1154.3",5927,183.11706,1154.3,57.5,57.5,66.6666666666667,0,1503.24713900499,1817.45425058763,120.90189320371,503.402701231308,NA,1770.93368423258,2154.51558385189,121.659868070415,499.730861053465,NA,1276.85399398928,1027.52448322035,80.4731385152387,1463.6295630686,NA,2,10,"Unique",183.1168264,1.28,"Bibenzyl","C14H14","182.10955","M+H",1637.09041161878,77.9953254216854,"DTXSID8041668","DTXSID8041668","Bibenzyl","c1ccc(CCc2ccccc2)cc1","2-phenylethylbenzene","C14H14",182.1095504,"","182.1095505","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.212501436,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.221529021,15.15510376,1,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"877","183.11806-239",5927,183.11806,239,100,100,100,0,10348.1625399736,5202.56741967732,50.275277370069,9105.69730200273,9386.60241832623,13658.8626085857,9967.09287749591,72.9716167672027,10449.1324823691,10980.8968321321,11201.4878362529,6260.12788909888,55.8865748962241,9177.32756505203,9882.30014125919,2,10,"Unique",183.1168264,6.74,"Bibenzyl","C14H14","182.10955","M+H",12003.5125742797,93.3184163130271,"DTXSID8041668","DTXSID8041668","Bibenzyl","c1ccc(CCc2ccccc2)cc1","2-phenylethylbenzene","C14H14",182.1095504,"","182.1095505","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.212501436,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.221529021,15.15510376,1,NA,"",0,NA,"0","nurses1",-0.225432910224035,0.109866117794602,-2.05188746766759,0.0415239170305792,"0","0","pos"
"878","183.13839-412.3",535,183.13839,412.3,100,100,100,0,9535.575493674,4280.7294633739,44.8921983388814,8929.50463743132,8860.2036613515,12167.7988825747,12044.0873715586,98.9832876742136,8920.12821400806,9606.82986623297,12728.422730777,6295.00239631947,49.4562643735765,10744.5271298895,11562.0361135768,3,540,"Multiple",183.1379558,2.37,"(2E)-37-Dimethylocta-26-dien-1-ylformate","C11H18O2","182.13068","M+H",10851.6871881243,117.294412473541,"DTXSID0047614","DTXSID0047614","(2E)-3,7-Dimethylocta-2,6-dien-1-yl,formate","CC(C)=CCC/C(C)=C/COC=O","[(2E)-3,7-dimethylocta-2,6-dienyl] formate","C11H18O2",182.1306798,"","182.1306798","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.106794755,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.084051509,1.57784433,1,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"879","183.13839-412.3",1880,183.13839,412.3,100,100,100,0,9535.575493674,4280.7294633739,44.8921983388814,8929.50463743132,8860.2036613515,12167.7988825747,12044.0873715586,98.9832876742136,8920.12821400806,9606.82986623297,12728.422730777,6295.00239631947,49.4562643735765,10744.5271298895,11562.0361135768,3,540,"Multiple",183.1379558,2.37,"Linalylformate","C11H18O2","182.13068","M+H",10851.6871881243,117.294412473541,"DTXSID2047642","DTXSID2047642","Linalyl,formate","C=CC(C)(CCC=C(C)C)OC=O","3,7-dimethylocta-1,6-dien-3-yl formate","C11H18O2",182.1306798,"","182.1306798","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.950884273,4.614061783,5,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"880","183.13839-412.3",2962,183.13839,412.3,100,100,100,0,9535.575493674,4280.7294633739,44.8921983388814,8929.50463743132,8860.2036613515,12167.7988825747,12044.0873715586,98.9832876742136,8920.12821400806,9606.82986623297,12728.422730777,6295.00239631947,49.4562643735765,10744.5271298895,11562.0361135768,3,540,"Multiple",183.1379558,2.37,"Methyl(E)-geranate","C11H18O2","182.13068","M+H",10851.6871881243,117.294412473541,"DTXSID40274147","DTXSID40274147","Methyl,(E)-geranate","COC(=O)/C=C(\C)CCC=C(C)C","methyl (2E)-3,7-dimethylocta-2,6-dienoate","C11H18O2",182.1306798,"","182.1306798","exposurepred","",NA,NA,NA,NA,NA,1,0.242866764,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"881","183.13839-412.3",3215,183.13839,412.3,100,100,100,0,9535.575493674,4280.7294633739,44.8921983388814,8929.50463743132,8860.2036613515,12167.7988825747,12044.0873715586,98.9832876742136,8920.12821400806,9606.82986623297,12728.422730777,6295.00239631947,49.4562643735765,10744.5271298895,11562.0361135768,3,540,"Multiple",183.1379558,2.37,"Methylgeranate","C11H18O2","182.13068","M+H",10851.6871881243,117.294412473541,"DTXSID4047129","DTXSID4047129","Methyl,geranate","COC(=O)C=C(C)CCC=C(C)C","methyl 3,7-dimethylocta-2,6-dienoate","C11H18O2",182.1306798,"","182.1306798","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.979746,7.193725,5,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"882","183.13839-412.3",5379,183.13839,412.3,100,100,100,0,9535.575493674,4280.7294633739,44.8921983388814,8929.50463743132,8860.2036613515,12167.7988825747,12044.0873715586,98.9832876742136,8920.12821400806,9606.82986623297,12728.422730777,6295.00239631947,49.4562643735765,10744.5271298895,11562.0361135768,3,540,"Multiple",183.1379558,2.37,"(3Z)-Hex-3-en-1-yl(2E)-2-methylbut-2-enoate","C11H18O2","182.13068","M+H",10851.6871881243,117.294412473541,"DTXSID7047562","DTXSID7047562","(3Z)-Hex-3-en-1-yl,(2E)-2-methylbut-2-enoate","C/C=C(\C)C(=O)OCC/C=C\CC","[(Z)-hex-3-enyl] (E)-2-methylbut-2-enoate","C11H18O2",182.1306798,"","182.1306798","exposurepred","",NA,NA,NA,NA,NA,1,0.134767215,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"883","184.16983-344.1",3641,184.16983,344.1,100,100,100,0,9540.04680438268,5291.49663702427,55.4661496481691,7795.87749167693,8414.99030947163,9069.21759070177,6613.02175076535,72.917224497352,7255.49305458137,7773.72174158298,16191.1621815616,10749.4737244612,66.3909953091734,10807.5989652107,13795.6867579607,3,48214.2857142858,"Multiple",184.1695903,1.3,"N-tert-Octylacrylamide","C11H21NO","183.16231","M+H",9304.63219754222,174.011845259594,"DTXSID5027564","DTXSID5027564","N-tert-Octylacrylamide","C=CC(=O)NC(C)(C)CC(C)(C)C","N-(2,4,4-trimethylpentan-2-yl)prop-2-enamide","C11H21NO",183.1623143,"","183.1623143","exposurepred","",NA,NA,NA,NA,NA,1,2.147520224,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"884","184.16983-344.1",4305,184.16983,344.1,100,100,100,0,9540.04680438268,5291.49663702427,55.4661496481691,7795.87749167693,8414.99030947163,9069.21759070177,6613.02175076535,72.917224497352,7255.49305458137,7773.72174158298,16191.1621815616,10749.4737244612,66.3909953091734,10807.5989652107,13795.6867579607,3,48214.2857142858,"Multiple",184.1695903,1.3,"3-((2-Ethylhexyl)oxy)propionitrile","C11H21NO","183.16231","M+H",9304.63219754222,174.011845259594,"DTXSID6025303","DTXSID6025303","3-((2-Ethylhexyl)oxy)propionitrile","CCCCC(CC)COCCC#N","3-(2-ethylhexoxy)propanenitrile","C11H21NO",183.1623143,"","183.1623143","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-6.968530489,4.810559137,13,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"885","184.16983-344.1",5976,184.16983,344.1,100,100,100,0,9540.04680438268,5291.49663702427,55.4661496481691,7795.87749167693,8414.99030947163,9069.21759070177,6613.02175076535,72.917224497352,7255.49305458137,7773.72174158298,16191.1621815616,10749.4737244612,66.3909953091734,10807.5989652107,13795.6867579607,3,48214.2857142858,"Multiple",184.1695903,1.3,"3-(Octyloxy)propanenitrile","C11H21NO","183.16231","M+H",9304.63219754222,174.011845259594,"DTXSID8044599","DTXSID8044599","3-(Octyloxy)propanenitrile","CCCCCCCCOCCC#N","3-octoxypropanenitrile","C11H21NO",183.1623143,"","183.1623143","exposurepred","",NA,NA,NA,NA,NA,1,0.650151153,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"886","185.11731-369.4",3307,185.11731,369.4,100,100,100,0,27483.4698067059,62822.894620802,228.584291076207,16808.9369636183,19464.9770615628,19852.9770494459,10386.0456619148,52.3148021379731,16950.9777141838,18263.1079743403,20337.5282835636,7171.03084529522,35.2600903379724,16301.8061331915,19291.0209412846,2,10,"Unique",185.1172204,0.48,"Cyclooct-4-en-1-ylmethylcarbonate","C10H16O3","184.10994","M+H",23668.2234280759,85.9275659001878,"DTXSID4051405","DTXSID4051405","Cyclooct-4-en-1-yl,methyl,carbonate","COC(=O)OC1CCC=CCCC1","cyclooct-4-en-1-yl methyl carbonate","C10H16O3",184.1099444,"","184.1099444","exposurepred","",NA,NA,NA,NA,NA,1,1.136568034,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"887","185.11749-324.8",3307,185.11749,324.8,100,100,100,0,30568.4753663753,36751.4614984268,120.22667489283,11166.1853691057,19336.5536012431,29896.3151061872,28506.8299694972,95.3523197365467,12318.1594453657,19647.9352322294,10729.0375739305,1530.4796886365,14.2648366928574,11145.953029673,10614.9262142367,2,10,"Unique",185.1172204,1.46,"Cyclooct-4-en-1-ylmethylcarbonate","C10H16O3","184.10994","M+H",30232.3952362812,35.4885462765281,"DTXSID4051405","DTXSID4051405","Cyclooct-4-en-1-yl,methyl,carbonate","COC(=O)OC1CCC=CCCC1","cyclooct-4-en-1-yl methyl carbonate","C10H16O3",184.1099444,"","184.1099444","exposurepred","",NA,NA,NA,NA,NA,1,1.136568034,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"888","186.14903-324",2939,186.14903,324,100,100,100,0,61820.5297111492,39102.0294553419,63.250880634706,54453.3821520811,54197.0989201863,80069.0867426799,96755.7433857723,120.84032342809,44886.962478244,56568.0004845044,158905.262617144,145873.909135536,91.7992939522683,108833.437818348,122426.459280388,3,46730.7692307693,"Unique",186.1488548,0.94,"2-(Diethylamino)ethylmethacrylate","C10H19NO2","185.14158","M+H",70944.8082269145,223.984343024639,"DTXSID4026713","DTXSID4026713","2-(Diethylamino)ethyl,methacrylate","C=C(C)C(=O)OCCN(CC)CC","2-(diethylamino)ethyl 2-methylprop-2-enoate","C10H19NO2",185.1415788,"","185.1415789","exposurepred","",NA,NA,NA,NA,NA,1,0.650626348,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"889","187.13365-471.4",6448,187.13365,471.4,100,100,91.6666666666667,0,36729.7360221872,29453.9518131718,80.1910250467895,35851.8561786244,28040.8611502403,36866.9427583095,25642.1083959244,69.5531185323058,36275.1049824729,28637.0218023028,26715.9581411719,17390.9965714152,65.0959118872625,36978.9220596974,NA,3,52941.1764705883,"Unique",187.1328704,4.17,"Prop-2-en-1-yl(3-methylbutoxy)acetate","C10H18O3","186.12559","M+H",36798.3393902484,72.6009884789848,"DTXSID9025580","DTXSID9025580","Prop-2-en-1-yl,(3-methylbutoxy)acetate","C=CCOC(=O)COCCC(C)C","prop-2-enyl 2-(3-methylbutoxy)acetate","C10H18O3",186.1255944,"","186.1255944","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.783299,2.088912,1,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"890","188.07146-169",1543,188.07146,169,100,100,100,0,3272397.37599263,1017018.82613123,31.0787080319894,3266895.88238051,3073261.42474263,3049186.12527298,1031803.69022451,33.8386588366144,2951554.10283775,2867156.34137053,412929.537034919,184721.192665887,44.7343132662042,426125.469001363,370717.913649878,3,77142.8571428571,"Unique",188.0706045,4.55,"1-Nitro-2-methylnaphthalene","C11H9NO2","187.06333","M+H",3160791.7506328,13.0641171457198,"DTXSID2025761","DTXSID2025761","1-Nitro-2-methylnaphthalene","Cc1ccc2ccccc2c1[N+](=O)[O-]","2-methyl-1-nitronaphthalene","C11H9NO2",187.0633285,"","187.0633285","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.853507,5.676565,3,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"891","188.07148-165.4",1543,188.07148,165.4,100,100,100,0,3987913.08306641,1385958.75381538,34.7539859807999,4004219.39050061,3717658.48977051,3641110.51892907,1323908.62021502,36.3600229471862,3621908.68024657,3353181.17585946,453495.266998187,166932.33638255,36.8101606633123,432427.785696773,428101.620956011,3,77142.8571428571,"Unique",188.0706045,4.66,"1-Nitro-2-methylnaphthalene","C11H9NO2","187.06333","M+H",3814511.80099774,11.8886843364744,"DTXSID2025761","DTXSID2025761","1-Nitro-2-methylnaphthalene","Cc1ccc2ccccc2c1[N+](=O)[O-]","2-methyl-1-nitronaphthalene","C11H9NO2",187.0633285,"","187.0633285","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.853507,5.676565,3,NA,"",0,NA,"0","nurses1",0.137986423749844,0.082822116932937,1.66605767710061,0.0973157494551912,"1","0","pos"
"892","188.12837-314",2519,188.12837,314,100,100,100,0,38033.6029919141,21992.2304244338,57.8231581927941,33721.749308416,30154.5127434017,45564.4834352343,34610.4854739115,75.9593500562934,35516.0464415508,31499.688604372,51642.9294211706,25392.6674206384,49.1696882908213,55717.5420062824,44611.7387338442,3,48118.811881188,"Unique",188.1281194,1.33,"Pivagabine","C9H17NO3","187.12084","M+H",41799.0432135742,123.550506066128,"DTXSID3046162","DTXSID3046162","Pivagabine","CC(C)(C)C(=O)NCCCC(=O)O","4-(2,2-dimethylpropanoylamino)butanoic acid","C9H17NO3",187.1208434,"","187.1208434","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.584237,2.208643,5,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"893","189.04825-333.1",264,189.04825,333.1,16.6666666666667,28.75,0,-12.0833333333333,1057.39793193762,4740.30996819369,448.299530859434,0,NA,731.162552293446,1733.74809906819,237.12211376662,0,NA,0,0,NA,0,NA,2,10,"Multiple",189.0480953,0.82,"4H-Pyrrolo12-athieno32-f14diazepine","C10H8N2S","188.04082","M+H",894.280242115531,0,"DTXSID00318975","DTXSID00318975","4H-Pyrrolo[1,2-a]thieno[3,2-f][1,4]diazepine","C1=NCc2ccsc2-n2cccc21","3-thia-1,8-diazatricyclo[8.3.0.02,6]trideca-2(6),4,8,10,12-pentaene","C10H8N2S",188.0408193,"","188.0408194","exposurepred","",NA,NA,NA,NA,NA,1,0.181256581,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",-1.22205412406901,0.644754617657083,-1.8953786302605,0.0595291418798003,"0","0","pos"
"894","189.04979-249.4",264,189.04979,249.4,86.6666666666667,90,58.3333333333333,-3.33333333333333,1365.35560021711,1352.01617426655,99.0230071969208,994.528356046039,NA,1752.12933231391,1567.11629796315,89.4406747870364,1638.00736119916,NA,690.751671969293,1048.79670061841,151.83411682933,101.433630171144,NA,2,10,"Unique",189.0480953,8.96,"4H-Pyrrolo12-athieno32-f14diazepine","C10H8N2S","188.04082","M+H",1558.74246626551,44.3146758953852,"DTXSID00318975","DTXSID00318975","4H-Pyrrolo[1,2-a]thieno[3,2-f][1,4]diazepine","C1=NCc2ccsc2-n2cccc21","3-thia-1,8-diazatricyclo[8.3.0.02,6]trideca-2(6),4,8,10,12-pentaene","C10H8N2S",188.0408193,"","188.0408194","exposurepred","",NA,NA,NA,NA,NA,1,0.181256581,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"895","189.04993-110.9",264,189.04993,110.9,100,100,100,0,13872.2716008058,5044.88370303919,36.3666733770276,14174.6819287419,12825.7976983486,14783.8261788883,4462.72244277431,30.1865186236239,14646.3690555298,13982.8745346559,6295.25595865646,2528.22034838442,40.1607236463186,6301.80893753834,5813.89826140861,2,10,"Unique",189.0480953,9.7,"4H-Pyrrolo12-athieno32-f14diazepine","C10H8N2S","188.04082","M+H",14328.048889847,43.9365890433088,"DTXSID00318975","DTXSID00318975","4H-Pyrrolo[1,2-a]thieno[3,2-f][1,4]diazepine","C1=NCc2ccsc2-n2cccc21","3-thia-1,8-diazatricyclo[8.3.0.02,6]trideca-2(6),4,8,10,12-pentaene","C10H8N2S",188.0408193,"","188.0408194","exposurepred","",NA,NA,NA,NA,NA,1,0.181256581,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"896","189.11221-258.8",3239,189.11221,258.8,96.6666666666667,96.25,100,0.416666666666671,2287.66706445051,2038.20488512973,89.095345944463,1668.93871106091,NA,3094.95228873351,5339.08279999539,172.50937338941,1635.55391897852,NA,748.444803807353,614.671795376335,82.1265365527943,725.137292911302,471.201624076582,3,878.048780487804,"Multiple",189.112135,0.4,"Ethyl24-dimethyl-13-dioxolane-2-acetate","C9H16O4","188.10486","M+H",2691.30967659201,27.8096872432422,"DTXSID4047549","DTXSID4047549","Ethyl,2,4-dimethyl-1,3-dioxolane-2-acetate","CCOC(=O)CC1(C)OCC(C)O1","ethyl 2-(2,4-dimethyl-1,3-dioxolan-2-yl)acetate","C9H16O4",188.104859,"","188.104859","exposurepred","",NA,NA,NA,NA,NA,1,0.131465742,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"897","189.11221-258.8",5593,189.11221,258.8,96.6666666666667,96.25,100,0.416666666666671,2287.66706445051,2038.20488512973,89.095345944463,1668.93871106091,NA,3094.95228873351,5339.08279999539,172.50937338941,1635.55391897852,NA,748.444803807353,614.671795376335,82.1265365527943,725.137292911302,471.201624076582,3,878.048780487804,"Multiple",189.112135,0.4,"Nonanedioicacid","C9H16O4","188.10486","M+H",2691.30967659201,27.8096872432422,"DTXSID8021640","DTXSID8021640","Nonanedioic,acid","O=C(O)CCCCCCCC(=O)O","nonanedioic acid","C9H16O4",188.104859,"","188.104859","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.982811916,1.590452569,6,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"898","189.11222-256.7",3239,189.11222,256.7,96.6666666666667,96.25,75,0.416666666666671,2215.95966051394,2271.20749942977,102.493178910261,1492.66117222594,NA,2725.59172081009,4196.22839230947,153.956601800298,1771.90736367775,NA,561.88233507003,616.4942704595,109.719461172002,374.844427631379,NA,3,878.048780487804,"Multiple",189.112135,0.45,"Ethyl24-dimethyl-13-dioxolane-2-acetate","C9H16O4","188.10486","M+H",2470.77569066201,22.7411309409265,"DTXSID4047549","DTXSID4047549","Ethyl,2,4-dimethyl-1,3-dioxolane-2-acetate","CCOC(=O)CC1(C)OCC(C)O1","ethyl 2-(2,4-dimethyl-1,3-dioxolan-2-yl)acetate","C9H16O4",188.104859,"","188.104859","exposurepred","",NA,NA,NA,NA,NA,1,0.131465742,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"899","189.11222-256.7",5593,189.11222,256.7,96.6666666666667,96.25,75,0.416666666666671,2215.95966051394,2271.20749942977,102.493178910261,1492.66117222594,NA,2725.59172081009,4196.22839230947,153.956601800298,1771.90736367775,NA,561.88233507003,616.4942704595,109.719461172002,374.844427631379,NA,3,878.048780487804,"Multiple",189.112135,0.45,"Nonanedioicacid","C9H16O4","188.10486","M+H",2470.77569066201,22.7411309409265,"DTXSID8021640","DTXSID8021640","Nonanedioic,acid","O=C(O)CCCCCCCC(=O)O","nonanedioic acid","C9H16O4",188.104859,"","188.104859","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.982811916,1.590452569,6,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
