,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,SD_N/SD_OW,cv_N/cv_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DF_high_N,parent_id,DB_name,name_original,fragment?,SMILES_cleaned,name_cleaned,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,BC-relevant,">2XFB, higher N_Int, higher N df"
629,154.06305-484.1,2093,154.06305,484.1,100,100,100,0,7489.200422,3516.751586,46.95763751,7221.262822,6503.907345,9491.781755,14463.85833,152.3829635,8152.994078,6538.772194,0.243140627,0.308155429,3860.834122,1965.32068,50.90404346,3123.916346,3372.646721,2,10,Unique,154.062201,5.51,C6H10ClN3O2,155.06948,M-H,8490.491088,45.47244773,0,DTXSID3020700,DTXSID3020700,"L-Histidine,hydrochloride",,N[C@@H](Cc1cnc[nH]1)C(=O)O,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,C6H10ClN3O2,155.069477,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-3.381412988,2.071696264,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
630,155.07088-98.4,6157,155.07088,98.4,100,100,33.33333333,0,13725.09562,8607.768825,62.71554721,12012.59842,11546.12676,11189.62617,12607.85454,112.6744929,7492.267962,7488.972555,0.682730658,0.556608205,151.5383394,273.6034644,180.550655,0,NA,2,10,Unique,155.071368,3.15,C8H12O3,156.07864,M-H,12457.3609,1.216456203,0,DTXSID8044884,DTXSID8044884,"Tetrahydrofurfuryl,acrylate",,C=CC(=O)OCC1CCCO1,oxolan-2-ylmethyl prop-2-enoate,C8H12O3,156.078644,exposurepred,,,,,,,1,0.296670148,,,,,,,,,,,,,,,,,0,0,nurses1,0.637198675,0.144066984,4.422933395,1.62E-05,1,0,neg,0,1
631,155.07104-283.6,6157,155.07104,283.6,100,100,100,0,18360.44191,8651.655558,47.12117279,15839.62497,16541.2195,22289.09639,9862.250263,44.24697211,21466.56562,20011.1045,0.877249647,1.064958133,10189.93183,12874.32144,126.3435483,3337.244214,4942.068793,2,10,Unique,155.071368,2.12,C8H12O3,156.07864,M-H,20324.76915,50.13553538,0,DTXSID8044884,DTXSID8044884,"Tetrahydrofurfuryl,acrylate",,C=CC(=O)OCC1CCCO1,oxolan-2-ylmethyl prop-2-enoate,C8H12O3,156.078644,exposurepred,,,,,,,1,0.296670148,,,,,,,,,,,,,,,,,0,0,nurses1,-0.264401686,0.086343257,-3.062215788,0.002508878,0,0,neg,0,
632,155.0712-762.7,6157,155.0712,762.7,97.5,83.75,83.33333333,13.75,1826.33291,1868.76597,102.3234022,1105.855164,NA,877.7330866,1036.588078,118.0983255,335.1764175,NA,1.802804807,0.866425513,595.2699053,1003.839581,168.6360375,173.9337013,NA,2,10,Unique,155.071368,1.08,C8H12O3,156.07864,M-H,1352.032998,44.02776455,1,DTXSID8044884,DTXSID8044884,"Tetrahydrofurfuryl,acrylate",,C=CC(=O)OCC1CCCO1,oxolan-2-ylmethyl prop-2-enoate,C8H12O3,156.078644,exposurepred,,,,,,,1,0.296670148,,,,,,,,,,,,,,,,,0,0,nurses1,2.119358373,0.386367172,5.485347941,1.28E-07,1,0,neg,0,1
633,155.10735-137.9,3576,155.10735,137.9,99.16666667,100,33.33333333,-0.833333333,4688.544917,4780.183864,101.9545285,3923.028658,NA,3822.631056,4101.990332,107.3080366,2479.80273,2157.791779,1.165332796,0.950110838,84.76063032,137.503997,162.2262559,0,NA,2,10,Multiple,155.107754,2.6,C9H16O2,156.11503,M-H,4255.587986,1.99174898,0,DTXSID5022194,DTXSID5022194,"Hexyl,acrylate",,C=CC(=O)OCCCCCC,hexyl prop-2-enoate,C9H16O2,156.11503,"exposurepred, VBtoxcast",,,,,,,1,7.510001748,,,,,,,,,,,1,-0.473737022,1.330642072,1,,,0,0,nurses1,0.416068397,0.20158572,2.063977537,0.040350682,1,0,neg,0,1
634,155.10735-137.9,293,155.10735,137.9,99.16666667,100,33.33333333,-0.833333333,4688.544917,4780.183864,101.9545285,3923.028658,NA,3822.631056,4101.990332,107.3080366,2479.80273,2157.791779,1.165332796,0.950110838,84.76063032,137.503997,162.2262559,0,NA,2,10,Multiple,155.107754,2.6,C9H16O2,156.11503,M-H,4255.587986,1.99174898,0,DTXSID0034229,DTXSID0034229,gamma-Nonanolactone,,CCCCCC1CCC(=O)O1,5-pentyloxolan-2-one,C9H16O2,156.11503,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.125146916,1.384091451,1,,,0,0,nurses1,0.416068397,0.20158572,2.063977537,0.040350682,1,0,neg,0,1
635,155.10735-137.9,4804,155.10735,137.9,99.16666667,100,33.33333333,-0.833333333,4688.544917,4780.183864,101.9545285,3923.028658,NA,3822.631056,4101.990332,107.3080366,2479.80273,2157.791779,1.165332796,0.950110838,84.76063032,137.503997,162.2262559,0,NA,2,10,Multiple,155.107754,2.6,C9H16O2,156.11503,M-H,4255.587986,1.99174898,0,DTXSID6047579,DTXSID6047579,"(3Z)-Hex-3-en-1-yl,propanoate",,CC/C=C\CCOC(=O)CC,[(Z)-hex-3-enyl] propanoate,C9H16O2,156.11503,"exposurepred, VBtoxcast",,,,,,,1,0.231565761,,,,,,,,,,,1,-2.466220763,3.70650052,4,,,0,0,nurses1,0.416068397,0.20158572,2.063977537,0.040350682,1,0,neg,0,1
636,155.10746-838.2,293,155.10746,838.2,88.33333333,91.25,58.33333333,-2.916666667,1904.925418,2180.400789,114.4612156,1147.583544,NA,2386.912314,2168.396138,90.84523654,2012.93536,NA,1.005536189,1.259958363,274.0025488,454.7225044,165.9555747,108.2121422,NA,2,10,Multiple,155.107754,1.9,C9H16O2,156.11503,M-H,2145.918866,12.76854187,0,DTXSID0034229,DTXSID0034229,gamma-Nonanolactone,,CCCCCC1CCC(=O)O1,5-pentyloxolan-2-one,C9H16O2,156.11503,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.125146916,1.384091451,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
637,155.10746-838.2,3576,155.10746,838.2,88.33333333,91.25,58.33333333,-2.916666667,1904.925418,2180.400789,114.4612156,1147.583544,NA,2386.912314,2168.396138,90.84523654,2012.93536,NA,1.005536189,1.259958363,274.0025488,454.7225044,165.9555747,108.2121422,NA,2,10,Multiple,155.107754,1.9,C9H16O2,156.11503,M-H,2145.918866,12.76854187,0,DTXSID5022194,DTXSID5022194,"Hexyl,acrylate",,C=CC(=O)OCCCCCC,hexyl prop-2-enoate,C9H16O2,156.11503,"exposurepred, VBtoxcast",,,,,,,1,7.510001748,,,,,,,,,,,1,-0.473737022,1.330642072,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
638,155.10746-838.2,4804,155.10746,838.2,88.33333333,91.25,58.33333333,-2.916666667,1904.925418,2180.400789,114.4612156,1147.583544,NA,2386.912314,2168.396138,90.84523654,2012.93536,NA,1.005536189,1.259958363,274.0025488,454.7225044,165.9555747,108.2121422,NA,2,10,Multiple,155.107754,1.9,C9H16O2,156.11503,M-H,2145.918866,12.76854187,0,DTXSID6047579,DTXSID6047579,"(3Z)-Hex-3-en-1-yl,propanoate",,CC/C=C\CCOC(=O)CC,[(Z)-hex-3-enyl] propanoate,C9H16O2,156.11503,"exposurepred, VBtoxcast",,,,,,,1,0.231565761,,,,,,,,,,,1,-2.466220763,3.70650052,4,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
639,155.1075-390.3,293,155.1075,390.3,100,100,100,0,26813.17404,16445.26733,61.33278851,21829.89195,23032.84411,24308.22652,16054.884,66.04712189,19332.3095,19975.25149,1.024315549,0.928621668,1791.919274,744.0656722,41.52339243,1838.024654,1638.372886,2,10,Multiple,155.107754,1.64,C9H16O2,156.11503,M-H,25560.70028,7.010446718,0,DTXSID0034229,DTXSID0034229,gamma-Nonanolactone,,CCCCCC1CCC(=O)O1,5-pentyloxolan-2-one,C9H16O2,156.11503,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.125146916,1.384091451,1,,,0,0,nurses1,0.235956355,0.098528629,2.394799952,0.01758108,1,0,neg,0,1
640,155.1075-390.3,4804,155.1075,390.3,100,100,100,0,26813.17404,16445.26733,61.33278851,21829.89195,23032.84411,24308.22652,16054.884,66.04712189,19332.3095,19975.25149,1.024315549,0.928621668,1791.919274,744.0656722,41.52339243,1838.024654,1638.372886,2,10,Multiple,155.107754,1.64,C9H16O2,156.11503,M-H,25560.70028,7.010446718,0,DTXSID6047579,DTXSID6047579,"(3Z)-Hex-3-en-1-yl,propanoate",,CC/C=C\CCOC(=O)CC,[(Z)-hex-3-enyl] propanoate,C9H16O2,156.11503,"exposurepred, VBtoxcast",,,,,,,1,0.231565761,,,,,,,,,,,1,-2.466220763,3.70650052,4,,,0,0,nurses1,0.235956355,0.098528629,2.394799952,0.01758108,1,0,neg,0,1
641,155.1075-390.3,3576,155.1075,390.3,100,100,100,0,26813.17404,16445.26733,61.33278851,21829.89195,23032.84411,24308.22652,16054.884,66.04712189,19332.3095,19975.25149,1.024315549,0.928621668,1791.919274,744.0656722,41.52339243,1838.024654,1638.372886,2,10,Multiple,155.107754,1.64,C9H16O2,156.11503,M-H,25560.70028,7.010446718,0,DTXSID5022194,DTXSID5022194,"Hexyl,acrylate",,C=CC(=O)OCCCCCC,hexyl prop-2-enoate,C9H16O2,156.11503,"exposurepred, VBtoxcast",,,,,,,1,7.510001748,,,,,,,,,,,1,-0.473737022,1.330642072,1,,,0,0,nurses1,0.235956355,0.098528629,2.394799952,0.01758108,1,0,neg,0,1
642,155.14395-734.6,737,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID1020805,DTXSID1020805,dl-Menthol,,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.597198,1.997096,2,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
643,155.14395-734.6,792,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID1022180,DTXSID1022180,"(1R,2S,5R)-(-)-Menthol",,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.36497458,4.874047018,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
644,155.14395-734.6,1069,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID1041550,DTXSID1041550,(S)-(-)-beta-Citronellol,,CC(C)=CCC[C@H](C)CCO,"(3S)-3,7-dimethyloct-6-en-1-ol",C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.893741,4.956776,2,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
645,155.14395-734.6,1893,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID2047193,DTXSID2047193,Rhodinol,,C=C(C)CCCC(C)CCO,"3,7-dimethyloct-7-en-1-ol",C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.748489821,5.103870039,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
646,155.14395-734.6,1984,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID2052576,DTXSID2052576,2-Pentylcyclopentan-1-ol,,CCCCCC1CCCC1O,2-pentylcyclopentan-1-ol,C10H20O,156.151415,exposurepred,,,,,,,1,0.494031889,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
647,155.14395-734.6,2280,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID3026726,DTXSID3026726,Citronellol,,CC(C)=CCCC(C)CCO,"3,7-dimethyloct-6-en-1-ol",C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.491413983,4.95472222,5,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
648,155.14395-734.6,2856,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID4021553,DTXSID4021553,Decanal,,CCCCCCCCCC=O,decanal,C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-5.876838835,5.101749194,5,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
649,155.14395-734.6,3170,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID4041812,DTXSID4041812,Dihydro-alpha-terpineol,,CC1CCC(C(C)(C)O)CC1,2-(4-methylcyclohexyl)propan-2-ol,C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.661572142,3.794453413,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
650,155.14395-734.6,3213,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID4044826,DTXSID4044826,"3,7-Dimethyloctanal",,CC(C)CCCC(C)CC=O,"3,7-dimethyloctanal",C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.802491759,2.329693098,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
651,155.14395-734.6,3708,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID5026623,DTXSID5026623,4-tert-Butylcyclohexanol,,CC(C)(C)C1CCC(O)CC1,4-tert-butylcyclohexan-1-ol,C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.2598977,2.742019,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
652,155.14395-734.6,4808,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID6047656,DTXSID6047656,9-Decen-1-ol,,C=CCCCCCCCCO,dec-9-en-1-ol,C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.155756109,2.460503168,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
653,155.14395-734.6,5302,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID7035305,DTXSID7035305,(E)-5-Decen-1-ol,,CCCC/C=C/CCCCO,(E)-dec-5-en-1-ol,C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-4.065216373,4.297407618,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
654,155.14395-734.6,5973,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID8029317,DTXSID8029317,"1,1,5-Trimethyl-6-heptenol",,C=CC(C)CCCC(C)(C)O,"2,6-dimethyloct-7-en-2-ol",C10H20O,156.151415,"exposurepred, VBtoxcast",,,,,,,1,1.360571833,,,,,,,,,,,1,-5.226455601,1.410162699,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
655,155.14395-734.6,5980,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID8029650,DTXSID8029650,Menthol,,CC1CCC(C(C)C)C(O)C1,5-methyl-2-propan-2-ylcyclohexan-1-ol,C10H20O,156.151415,"VBtoxcast, Drug",1,,0,0,,0,,,,,,,,,,,,,1,-5.166564934,12.95856844,5,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
656,155.14395-734.6,6515,155.14395,734.6,89.16666667,92.5,41.66666667,-3.333333333,2525.60807,3248.142901,128.6083514,1677.133337,NA,2896.852294,4625.325652,159.6672934,1341.643647,NA,0.702251721,0.805477118,469.6234835,972.8813167,207.1619821,0,NA,2,10,Multiple,155.144139,1.22,C10H20O,156.15141,M-H,2711.230182,17.32141692,0,DTXSID9022104,DTXSID9022104,2-Decanone,,CCCCCCCCC(C)=O,decan-2-one,C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.350109,1.778574,3,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
657,155.14396-282.1,737,155.14396,282.1,100,100,100,0,12213.51779,6255.694395,51.21943165,10039.28045,10841.41217,13392.21971,6979.52846,52.11629299,13417.70602,11429.89332,0.896291838,0.982791153,7960.075063,12587.66413,158.1349929,758.5631889,1797.37544,2,10,Multiple,155.144139,1.15,C10H20O,156.15141,M-H,12802.86875,62.1741519,0,DTXSID1020805,DTXSID1020805,dl-Menthol,,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.597198,1.997096,2,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
658,155.14396-282.1,792,155.14396,282.1,100,100,100,0,12213.51779,6255.694395,51.21943165,10039.28045,10841.41217,13392.21971,6979.52846,52.11629299,13417.70602,11429.89332,0.896291838,0.982791153,7960.075063,12587.66413,158.1349929,758.5631889,1797.37544,2,10,Multiple,155.144139,1.15,C10H20O,156.15141,M-H,12802.86875,62.1741519,0,DTXSID1022180,DTXSID1022180,"(1R,2S,5R)-(-)-Menthol",,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.36497458,4.874047018,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
659,155.14396-282.1,1069,155.14396,282.1,100,100,100,0,12213.51779,6255.694395,51.21943165,10039.28045,10841.41217,13392.21971,6979.52846,52.11629299,13417.70602,11429.89332,0.896291838,0.982791153,7960.075063,12587.66413,158.1349929,758.5631889,1797.37544,2,10,Multiple,155.144139,1.15,C10H20O,156.15141,M-H,12802.86875,62.1741519,0,DTXSID1041550,DTXSID1041550,(S)-(-)-beta-Citronellol,,CC(C)=CCC[C@H](C)CCO,"(3S)-3,7-dimethyloct-6-en-1-ol",C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.893741,4.956776,2,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
660,155.14396-282.1,1893,155.14396,282.1,100,100,100,0,12213.51779,6255.694395,51.21943165,10039.28045,10841.41217,13392.21971,6979.52846,52.11629299,13417.70602,11429.89332,0.896291838,0.982791153,7960.075063,12587.66413,158.1349929,758.5631889,1797.37544,2,10,Multiple,155.144139,1.15,C10H20O,156.15141,M-H,12802.86875,62.1741519,0,DTXSID2047193,DTXSID2047193,Rhodinol,,C=C(C)CCCC(C)CCO,"3,7-dimethyloct-7-en-1-ol",C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.748489821,5.103870039,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
661,155.14396-282.1,1984,155.14396,282.1,100,100,100,0,12213.51779,6255.694395,51.21943165,10039.28045,10841.41217,13392.21971,6979.52846,52.11629299,13417.70602,11429.89332,0.896291838,0.982791153,7960.075063,12587.66413,158.1349929,758.5631889,1797.37544,2,10,Multiple,155.144139,1.15,C10H20O,156.15141,M-H,12802.86875,62.1741519,0,DTXSID2052576,DTXSID2052576,2-Pentylcyclopentan-1-ol,,CCCCCC1CCCC1O,2-pentylcyclopentan-1-ol,C10H20O,156.151415,exposurepred,,,,,,,1,0.494031889,,,,,,,,,,,,,,,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
662,155.14396-282.1,2280,155.14396,282.1,100,100,100,0,12213.51779,6255.694395,51.21943165,10039.28045,10841.41217,13392.21971,6979.52846,52.11629299,13417.70602,11429.89332,0.896291838,0.982791153,7960.075063,12587.66413,158.1349929,758.5631889,1797.37544,2,10,Multiple,155.144139,1.15,C10H20O,156.15141,M-H,12802.86875,62.1741519,0,DTXSID3026726,DTXSID3026726,Citronellol,,CC(C)=CCCC(C)CCO,"3,7-dimethyloct-6-en-1-ol",C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.491413983,4.95472222,5,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
663,155.14396-282.1,2856,155.14396,282.1,100,100,100,0,12213.51779,6255.694395,51.21943165,10039.28045,10841.41217,13392.21971,6979.52846,52.11629299,13417.70602,11429.89332,0.896291838,0.982791153,7960.075063,12587.66413,158.1349929,758.5631889,1797.37544,2,10,Multiple,155.144139,1.15,C10H20O,156.15141,M-H,12802.86875,62.1741519,0,DTXSID4021553,DTXSID4021553,Decanal,,CCCCCCCCCC=O,decanal,C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-5.876838835,5.101749194,5,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
664,155.14396-282.1,3170,155.14396,282.1,100,100,100,0,12213.51779,6255.694395,51.21943165,10039.28045,10841.41217,13392.21971,6979.52846,52.11629299,13417.70602,11429.89332,0.896291838,0.982791153,7960.075063,12587.66413,158.1349929,758.5631889,1797.37544,2,10,Multiple,155.144139,1.15,C10H20O,156.15141,M-H,12802.86875,62.1741519,0,DTXSID4041812,DTXSID4041812,Dihydro-alpha-terpineol,,CC1CCC(C(C)(C)O)CC1,2-(4-methylcyclohexyl)propan-2-ol,C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.661572142,3.794453413,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
665,155.14396-282.1,3213,155.14396,282.1,100,100,100,0,12213.51779,6255.694395,51.21943165,10039.28045,10841.41217,13392.21971,6979.52846,52.11629299,13417.70602,11429.89332,0.896291838,0.982791153,7960.075063,12587.66413,158.1349929,758.5631889,1797.37544,2,10,Multiple,155.144139,1.15,C10H20O,156.15141,M-H,12802.86875,62.1741519,0,DTXSID4044826,DTXSID4044826,"3,7-Dimethyloctanal",,CC(C)CCCC(C)CC=O,"3,7-dimethyloctanal",C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.802491759,2.329693098,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
666,155.14396-282.1,3708,155.14396,282.1,100,100,100,0,12213.51779,6255.694395,51.21943165,10039.28045,10841.41217,13392.21971,6979.52846,52.11629299,13417.70602,11429.89332,0.896291838,0.982791153,7960.075063,12587.66413,158.1349929,758.5631889,1797.37544,2,10,Multiple,155.144139,1.15,C10H20O,156.15141,M-H,12802.86875,62.1741519,0,DTXSID5026623,DTXSID5026623,4-tert-Butylcyclohexanol,,CC(C)(C)C1CCC(O)CC1,4-tert-butylcyclohexan-1-ol,C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.2598977,2.742019,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
667,155.14396-282.1,4808,155.14396,282.1,100,100,100,0,12213.51779,6255.694395,51.21943165,10039.28045,10841.41217,13392.21971,6979.52846,52.11629299,13417.70602,11429.89332,0.896291838,0.982791153,7960.075063,12587.66413,158.1349929,758.5631889,1797.37544,2,10,Multiple,155.144139,1.15,C10H20O,156.15141,M-H,12802.86875,62.1741519,0,DTXSID6047656,DTXSID6047656,9-Decen-1-ol,,C=CCCCCCCCCO,dec-9-en-1-ol,C10H20O,156.151415,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.155756109,2.460503168,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
